DHB,Population,Date,Dose,Number,Total
Capital and Coast,271174,2021-11-05,2,1299,224666
Hutt Valley,130239,2021-11-05,1,153,115606
Hutt Valley,130239,2021-11-05,2,711,100608
Wairarapa,41427,2021-11-05,1,100,35836
Wairarapa,41427,2021-11-05,2,237,30908
Nelson Marlborough,135743,2021-11-05,1,199,118950
Nelson Marlborough,135743,2021-11-05,2,423,105163
West Coast,27906,2021-11-05,1,59,23119
West Coast,27906,2021-11-05,2,129,19403
Canterbury,482890,2021-11-05,1,810,445643
Canterbury,482890,2021-11-05,2,3103,373503
South Canterbury,52584,2021-11-05,1,109,46084
South Canterbury,52584,2021-11-05,2,254,40424
Southern,288015,2021-11-05,1,532,261973
Southern,288015,2021-11-05,2,1238,229645
Northland,161320,2021-11-06,1,368,130275
Northland,161320,2021-11-06,2,897,109565
Waitematā,526087,2021-11-06,1,657,483566
Waitematā,526087,2021-11-06,2,2988,438127
Auckland,423958,2021-11-06,1,501,400980
Auckland,423958,2021-11-06,2,2025,368303
Counties Manukau,482773,2021-11-06,1,1062,434304
Counties Manukau,482773,2021-11-06,2,3757,386148
Waikato,357176,2021-11-06,1,516,313818
Waikato,357176,2021-11-06,2,1856,270091
Lakes,94419,2021-11-06,1,219,77399
Lakes,94419,2021-11-06,2,709,65224
Bay of Plenty,216941,2021-11-06,1,413,182736
Bay of Plenty,216941,2021-11-06,2,1212,154311
Tairāwhiti,41965,2021-11-06,1,201,33639
Tairāwhiti,41965,2021-11-06,2,411,27940
Taranaki,102147,2021-11-06,1,349,87398
Taranaki,102147,2021-11-06,2,960,71934
Hawke's Bay,145571,2021-11-06,1,430,124908
Hawke's Bay,145571,2021-11-06,2,1086,107557
MidCentral,152302,2021-11-06,1,381,133303
MidCentral,152302,2021-11-06,2,1177,114842
Whanganui,57247,2021-11-06,1,123,46907
Whanganui,57247,2021-11-06,2,382,40638
Capital and Coast,271174,2021-11-06,1,256,251687
Capital and Coast,271174,2021-11-06,2,1575,226241
Hutt Valley,130239,2021-11-06,1,223,115829
Hutt Valley,130239,2021-11-06,2,1193,101801
Wairarapa,41427,2021-11-06,1,163,35999
Wairarapa,41427,2021-11-06,2,278,31186
Nelson Marlborough,135743,2021-11-06,1,196,119146
Nelson Marlborough,135743,2021-11-06,2,547,105710
West Coast,27906,2021-11-06,1,103,23222
West Coast,27906,2021-11-06,2,205,19608
Canterbury,482890,2021-11-06,1,837,446480
Canterbury,482890,2021-11-06,2,4018,377521
South Canterbury,52584,2021-11-06,1,77,46161
South Canterbury,52584,2021-11-06,2,243,40667
Southern,288015,2021-11-06,1,384,262357
Southern,288015,2021-11-06,2,1042,230687
Northland,161320,2021-11-07,1,34,130309
Northland,161320,2021-11-07,2,86,109651
Waitematā,526087,2021-11-07,1,306,483872
Waitematā,526087,2021-11-07,2,1370,439497
Auckland,423958,2021-11-07,1,209,401189
Auckland,423958,2021-11-07,2,891,369194
Counties Manukau,482773,2021-11-07,1,409,434713
Counties Manukau,482773,2021-11-07,2,1358,387506
Waikato,357176,2021-11-07,1,181,313999
Waikato,357176,2021-11-07,2,707,270798
Lakes,94419,2021-11-07,1,213,77612
Lakes,94419,2021-11-07,2,447,65671
Bay of Plenty,216941,2021-11-07,1,276,183012
Bay of Plenty,216941,2021-11-07,2,1017,155328
Tairāwhiti,41965,2021-11-07,1,110,33749
Tairāwhiti,41965,2021-11-07,2,214,28154
Taranaki,102147,2021-11-07,1,128,87526
Taranaki,102147,2021-11-07,2,393,72327
Hawke's Bay,145571,2021-11-07,1,584,125492
Hawke's Bay,145571,2021-11-07,2,970,108527
MidCentral,152302,2021-11-07,1,116,133419
MidCentral,152302,2021-11-07,2,354,115196
Whanganui,57247,2021-11-07,1,41,46948
Whanganui,57247,2021-11-07,2,67,40705
Capital and Coast,271174,2021-11-07,1,77,251764
Capital and Coast,271174,2021-11-07,2,497,226738
Hutt Valley,130239,2021-11-07,1,124,115953
Hutt Valley,130239,2021-11-07,2,568,102369
Wairarapa,41427,2021-11-07,1,8,36007
Wairarapa,41427,2021-11-07,2,16,31202
Nelson Marlborough,135743,2021-11-07,1,50,119196
Nelson Marlborough,135743,2021-11-07,2,99,105809
West Coast,27906,2021-11-07,1,64,23286
West Coast,27906,2021-11-07,2,152,19760
Canterbury,482890,2021-11-07,1,316,446796
Canterbury,482890,2021-11-07,2,1371,378892
South Canterbury,52584,2021-11-07,1,35,46196
South Canterbury,52584,2021-11-07,2,74,40741
Southern,288015,2021-11-07,1,104,262461
Southern,288015,2021-11-07,2,399,231086
Northland,161320,2021-11-08,1,313,130622
Northland,161320,2021-11-08,2,879,110530
Waitematā,526087,2021-11-08,1,448,484320
Waitematā,526087,2021-11-08,2,1769,441266
Auckland,423958,2021-11-08,1,386,401575
Auckland,423958,2021-11-08,2,1309,370503
Counties Manukau,482773,2021-11-08,1,587,435300
Counties Manukau,482773,2021-11-08,2,1822,389328
Waikato,357176,2021-11-08,1,435,314434
Waikato,357176,2021-11-08,2,1332,272130
Lakes,94419,2021-11-08,1,135,77747
Lakes,94419,2021-11-08,2,323,65994
Bay of Plenty,216941,2021-11-08,1,351,183363
Bay of Plenty,216941,2021-11-08,2,1083,156411
Tairāwhiti,41965,2021-11-08,1,175,33924
Tairāwhiti,41965,2021-11-08,2,263,28417
Taranaki,102147,2021-11-08,1,169,87695
Taranaki,102147,2021-11-08,2,666,72993
Hawke's Bay,145571,2021-11-08,1,168,125660
Hawke's Bay,145571,2021-11-08,2,298,108825
MidCentral,152302,2021-11-08,1,198,133617
MidCentral,152302,2021-11-08,2,542,115738
Whanganui,57247,2021-11-08,1,87,47035
Whanganui,57247,2021-11-08,2,158,40863
Capital and Coast,271174,2021-11-08,1,280,252044
Capital and Coast,271174,2021-11-08,2,1151,227889
Hutt Valley,130239,2021-11-08,1,115,116068
Hutt Valley,130239,2021-11-08,2,374,102743
Wairarapa,41427,2021-11-08,1,73,36080
Wairarapa,41427,2021-11-08,2,136,31338
Nelson Marlborough,135743,2021-11-08,1,177,119373
Nelson Marlborough,135743,2021-11-08,2,351,106160
West Coast,27906,2021-11-08,1,38,23324
West Coast,27906,2021-11-08,2,71,19831
Canterbury,482890,2021-11-08,1,636,447432
Canterbury,482890,2021-11-08,2,2354,381246
South Canterbury,52584,2021-11-08,1,76,46272
South Canterbury,52584,2021-11-08,2,185,40926
Southern,288015,2021-11-08,1,436,262897
Southern,288015,2021-11-08,2,1222,232308
Northland,161320,2021-11-09,1,472,131094
Northland,161320,2021-11-09,2,940,111470
Waitematā,526087,2021-11-09,1,414,484734
Waitematā,526087,2021-11-09,2,1491,442757
Auckland,423958,2021-11-09,1,368,401943
Auckland,423958,2021-11-09,2,1276,371779
Counties Manukau,482773,2021-11-09,1,675,435975
Counties Manukau,482773,2021-11-09,2,1520,390848
Waikato,357176,2021-11-09,1,519,314953
Waikato,357176,2021-11-09,2,1454,273584
Lakes,94419,2021-11-09,1,257,78004
Lakes,94419,2021-11-09,2,578,66572
Bay of Plenty,216941,2021-11-09,1,433,183796
Bay of Plenty,216941,2021-11-09,2,1004,157415
Tairāwhiti,41965,2021-11-09,1,120,34044
Tairāwhiti,41965,2021-11-09,2,173,28590
Taranaki,102147,2021-11-09,1,82,87777
Taranaki,102147,2021-11-09,2,641,73634
Hawke's Bay,145571,2021-11-09,1,339,125999
Hawke's Bay,145571,2021-11-09,2,568,109393
MidCentral,152302,2021-11-09,1,253,133870
MidCentral,152302,2021-11-09,2,650,116388
Whanganui,57247,2021-11-09,1,131,47166
Whanganui,57247,2021-11-09,2,295,41158
Capital and Coast,271174,2021-11-09,1,222,252266
Capital and Coast,271174,2021-11-09,2,926,228815
Hutt Valley,130239,2021-11-09,1,194,116262
Hutt Valley,130239,2021-11-09,2,535,103278
Wairarapa,41427,2021-11-09,1,83,36163
Wairarapa,41427,2021-11-09,2,161,31499
Nelson Marlborough,135743,2021-11-09,1,200,119573
Nelson Marlborough,135743,2021-11-09,2,426,106586
West Coast,27906,2021-11-09,1,75,23399
West Coast,27906,2021-11-09,2,97,19928
Canterbury,482890,2021-11-09,1,735,448167
Canterbury,482890,2021-11-09,2,2732,383978
South Canterbury,52584,2021-11-09,1,70,46342
South Canterbury,52584,2021-11-09,2,193,41119
Southern,288015,2021-11-09,1,379,263276
Southern,288015,2021-11-09,2,998,233306
Northland,161320,2021-11-10,1,493,131587
Northland,161320,2021-11-10,2,933,112403
Waitematā,526087,2021-11-10,1,368,485102
Waitematā,526087,2021-11-10,2,1392,444149
Auckland,423958,2021-11-10,1,142,402085
Auckland,423958,2021-11-10,2,864,372643
Counties Manukau,482773,2021-11-10,1,445,436420
Counties Manukau,482773,2021-11-10,2,1285,392133
Waikato,357176,2021-11-10,1,415,315368
Waikato,357176,2021-11-10,2,1394,274978
Lakes,94419,2021-11-10,1,230,78234
Lakes,94419,2021-11-10,2,478,67050
Bay of Plenty,216941,2021-11-10,1,323,184119
Bay of Plenty,216941,2021-11-10,2,746,158161
Tairāwhiti,41965,2021-11-10,1,125,34169
Tairāwhiti,41965,2021-11-10,2,191,28781
Taranaki,102147,2021-11-10,1,145,87922
Taranaki,102147,2021-11-10,2,529,74163
Hawke's Bay,145571,2021-11-10,1,295,126294
Hawke's Bay,145571,2021-11-10,2,685,110078
MidCentral,152302,2021-11-10,1,268,134138
MidCentral,152302,2021-11-10,2,717,117105
Whanganui,57247,2021-11-10,1,136,47302
Whanganui,57247,2021-11-10,2,260,41418
Capital and Coast,271174,2021-11-10,1,264,252530
Capital and Coast,271174,2021-11-10,2,1005,229820
Hutt Valley,130239,2021-11-10,1,151,116413
Hutt Valley,130239,2021-11-10,2,454,103732
Wairarapa,41427,2021-11-10,1,73,36236
Wairarapa,41427,2021-11-10,2,120,31619
Nelson Marlborough,135743,2021-11-10,1,181,119754
Nelson Marlborough,135743,2021-11-10,2,395,106981
West Coast,27906,2021-11-10,1,80,23479
West Coast,27906,2021-11-10,2,104,20032
Canterbury,482890,2021-11-10,1,559,448726
Canterbury,482890,2021-11-10,2,2440,386418
South Canterbury,52584,2021-11-10,1,66,46408
South Canterbury,52584,2021-11-10,2,168,41287
Southern,288015,2021-11-10,1,378,263654
Southern,288015,2021-11-10,2,1097,234403
Northland,161320,2021-11-11,1,451,132038
Northland,161320,2021-11-11,2,877,113280
Waitematā,526087,2021-11-11,1,495,485597
Waitematā,526087,2021-11-11,2,1498,445647
Auckland,423958,2021-11-11,1,397,402482
Auckland,423958,2021-11-11,2,1170,373813
Counties Manukau,482773,2021-11-11,1,640,437060
Counties Manukau,482773,2021-11-11,2,1392,393525
Waikato,357176,2021-11-11,1,709,316077
Waikato,357176,2021-11-11,2,1964,276942
Lakes,94419,2021-11-11,1,209,78443
Lakes,94419,2021-11-11,2,415,67465
Bay of Plenty,216941,2021-11-11,1,435,184554
Bay of Plenty,216941,2021-11-11,2,885,159046
Tairāwhiti,41965,2021-11-11,1,101,34270
Tairāwhiti,41965,2021-11-11,2,175,28956
Taranaki,102147,2021-11-11,1,181,88103
Taranaki,102147,2021-11-11,2,620,74783
Hawke's Bay,145571,2021-11-11,1,314,126608
Hawke's Bay,145571,2021-11-11,2,562,110640
MidCentral,152302,2021-11-11,1,365,134503
MidCentral,152302,2021-11-11,2,652,117757
Whanganui,57247,2021-11-11,1,142,47444
Whanganui,57247,2021-11-11,2,270,41688
Capital and Coast,271174,2021-11-11,1,309,252839
Capital and Coast,271174,2021-11-11,2,944,230764
Hutt Valley,130239,2021-11-11,1,260,116673
Hutt Valley,130239,2021-11-11,2,635,104367
Wairarapa,41427,2021-11-11,1,74,36310
Wairarapa,41427,2021-11-11,2,124,31743
Nelson Marlborough,135743,2021-11-11,1,201,119955
Nelson Marlborough,135743,2021-11-11,2,360,107341
West Coast,27906,2021-11-11,1,81,23560
West Coast,27906,2021-11-11,2,89,20121
Canterbury,482890,2021-11-11,1,761,449487
Canterbury,482890,2021-11-11,2,3039,389457
South Canterbury,52584,2021-11-11,1,76,46484
South Canterbury,52584,2021-11-11,2,146,41433
Southern,288015,2021-11-11,1,439,264093
Southern,288015,2021-11-11,2,1018,235421
Northland,161320,2021-11-12,1,515,132553
Northland,161320,2021-11-12,2,870,114150
Waitematā,526087,2021-11-12,1,638,486235
Waitematā,526087,2021-11-12,2,2096,447743
Auckland,423958,2021-11-12,1,406,402888
Auckland,423958,2021-11-12,2,1483,375296
Counties Manukau,482773,2021-11-12,1,709,437769
Counties Manukau,482773,2021-11-12,2,1858,395383
Waikato,357176,2021-11-12,1,701,316778
Waikato,357176,2021-11-12,2,1935,278877
Lakes,94419,2021-11-12,1,173,78616
Lakes,94419,2021-11-12,2,443,67908
Bay of Plenty,216941,2021-11-12,1,577,185131
Bay of Plenty,216941,2021-11-12,2,1352,160398
Tairāwhiti,41965,2021-11-12,1,143,34413
Tairāwhiti,41965,2021-11-12,2,210,29166
Taranaki,102147,2021-11-12,1,472,88575
Taranaki,102147,2021-11-12,2,1106,75889
Hawke's Bay,145571,2021-11-12,1,205,126813
Hawke's Bay,145571,2021-11-12,2,386,111026
MidCentral,152302,2021-11-12,1,269,134772
MidCentral,152302,2021-11-12,2,679,118436
Whanganui,57247,2021-11-12,1,137,47581
Whanganui,57247,2021-11-12,2,192,41880
Capital and Coast,271174,2021-11-12,1,316,253155
Capital and Coast,271174,2021-11-12,2,977,231741
Hutt Valley,130239,2021-11-12,1,192,116865
Hutt Valley,130239,2021-11-12,2,490,104857
Wairarapa,41427,2021-11-12,1,132,36442
Wairarapa,41427,2021-11-12,2,228,31971
Nelson Marlborough,135743,2021-11-12,1,211,120166
Nelson Marlborough,135743,2021-11-12,2,423,107764
West Coast,27906,2021-11-12,1,112,23672
West Coast,27906,2021-11-12,2,230,20351
Canterbury,482890,2021-11-12,1,230,449717
Canterbury,482890,2021-11-12,2,770,390227
South Canterbury,52584,2021-11-12,1,67,46551
South Canterbury,52584,2021-11-12,2,205,41638
Southern,288015,2021-11-12,1,391,264484
Southern,288015,2021-11-12,2,997,236418
Northland,161320,2021-11-13,1,335,132888
Northland,161320,2021-11-13,2,804,114954
Waitematā,526087,2021-11-13,1,561,486796
Waitematā,526087,2021-11-13,2,2028,449771
Auckland,423958,2021-11-13,1,394,403282
Auckland,423958,2021-11-13,2,1535,376831
Counties Manukau,482773,2021-11-13,1,863,438632
Counties Manukau,482773,2021-11-13,2,2694,398077
Waikato,357176,2021-11-13,1,475,317253
Waikato,357176,2021-11-13,2,1465,280342
Lakes,94419,2021-11-13,1,243,78859
Lakes,94419,2021-11-13,2,612,68520
Bay of Plenty,216941,2021-11-13,1,490,185621
Bay of Plenty,216941,2021-11-13,2,1031,161429
Tairāwhiti,41965,2021-11-13,1,97,34510
Tairāwhiti,41965,2021-11-13,2,128,29294
Taranaki,102147,2021-11-13,1,307,88882
Taranaki,102147,2021-11-13,2,695,76584
Hawke's Bay,145571,2021-11-13,1,538,127351
Hawke's Bay,145571,2021-11-13,2,946,111972
MidCentral,152302,2021-11-13,1,449,135221
MidCentral,152302,2021-11-13,2,910,119346
Whanganui,57247,2021-11-13,1,140,47721
Whanganui,57247,2021-11-13,2,259,42139
Capital and Coast,271174,2021-11-13,1,392,253547
Capital and Coast,271174,2021-11-13,2,1228,232969
Hutt Valley,130239,2021-11-13,1,281,117146
Hutt Valley,130239,2021-11-13,2,727,105584
Wairarapa,41427,2021-11-13,1,321,36763
Wairarapa,41427,2021-11-13,2,303,32274
Nelson Marlborough,135743,2021-11-13,1,233,120399
Nelson Marlborough,135743,2021-11-13,2,530,108294
West Coast,27906,2021-11-13,1,47,23719
West Coast,27906,2021-11-13,2,94,20445
Canterbury,482890,2021-11-13,1,586,450303
Canterbury,482890,2021-11-13,2,2892,393119
South Canterbury,52584,2021-11-13,1,117,46668
South Canterbury,52584,2021-11-13,2,196,41834
Southern,288015,2021-11-13,1,375,264859
Southern,288015,2021-11-13,2,907,237325
Northland,161320,2021-11-14,1,115,133003
Northland,161320,2021-11-14,2,131,115085
Waitematā,526087,2021-11-14,1,303,487099
Waitematā,526087,2021-11-14,2,1113,450884
Auckland,423958,2021-11-14,1,314,403596
Auckland,423958,2021-11-14,2,914,377745
Counties Manukau,482773,2021-11-14,1,579,439211
Counties Manukau,482773,2021-11-14,2,1467,399544
Waikato,357176,2021-11-14,1,312,317565
Waikato,357176,2021-11-14,2,780,281122
Lakes,94419,2021-11-14,1,459,79318
Lakes,94419,2021-11-14,2,546,69066
Bay of Plenty,216941,2021-11-14,1,465,186086
Bay of Plenty,216941,2021-11-14,2,797,162226
Tairāwhiti,41965,2021-11-14,1,162,34672
Tairāwhiti,41965,2021-11-14,2,239,29533
Taranaki,102147,2021-11-14,1,197,89079
Taranaki,102147,2021-11-14,2,344,76928
Hawke's Bay,145571,2021-11-14,1,365,127716
Hawke's Bay,145571,2021-11-14,2,565,112537
MidCentral,152302,2021-11-14,1,200,135421
MidCentral,152302,2021-11-14,2,433,119779
Whanganui,57247,2021-11-14,1,87,47808
Whanganui,57247,2021-11-14,2,125,42264
Capital and Coast,271174,2021-11-14,1,160,253707
Capital and Coast,271174,2021-11-14,2,363,233332
Hutt Valley,130239,2021-11-14,1,235,117381
Hutt Valley,130239,2021-11-14,2,426,106010
Wairarapa,41427,2021-11-14,1,110,36873
Wairarapa,41427,2021-11-14,2,119,32393
Nelson Marlborough,135743,2021-11-14,1,84,120483
Nelson Marlborough,135743,2021-11-14,2,101,108395
West Coast,27906,2021-11-14,1,49,23768
West Coast,27906,2021-11-14,2,50,20495
Canterbury,482890,2021-11-14,1,407,450710
Canterbury,482890,2021-11-14,2,1234,394353
South Canterbury,52584,2021-11-14,1,20,46688
South Canterbury,52584,2021-11-14,2,40,41874
Southern,288015,2021-11-14,1,125,264984
Southern,288015,2021-11-14,2,347,237672
Northland,161320,2021-11-15,1,427,133430
Northland,161320,2021-11-15,2,595,115680
Waitematā,526087,2021-11-15,1,543,487642
Waitematā,526087,2021-11-15,2,1398,452282
Auckland,423958,2021-11-15,1,372,403968
Auckland,423958,2021-11-15,2,973,378718
Counties Manukau,482773,2021-11-15,1,623,439834
Counties Manukau,482773,2021-11-15,2,1236,400780
Waikato,357176,2021-11-15,1,605,318170
Waikato,357176,2021-11-15,2,1257,282379
Lakes,94419,2021-11-15,1,578,79896
Lakes,94419,2021-11-15,2,473,69539
Bay of Plenty,216941,2021-11-15,1,847,186933
Bay of Plenty,216941,2021-11-15,2,1055,163281
Tairāwhiti,41965,2021-11-15,1,168,34840
Tairāwhiti,41965,2021-11-15,2,167,29700
Taranaki,102147,2021-11-15,1,314,89393
Taranaki,102147,2021-11-15,2,489,77417
Hawke's Bay,145571,2021-11-15,1,315,128031
Hawke's Bay,145571,2021-11-15,2,262,112799
MidCentral,152302,2021-11-15,1,504,135925
MidCentral,152302,2021-11-15,2,714,120493
Whanganui,57247,2021-11-15,1,178,47986
Whanganui,57247,2021-11-15,2,158,42422
Capital and Coast,271174,2021-11-15,1,407,254114
Capital and Coast,271174,2021-11-15,2,931,234263
Hutt Valley,130239,2021-11-15,1,204,117585
Hutt Valley,130239,2021-11-15,2,340,106350
Wairarapa,41427,2021-11-15,1,164,37037
Wairarapa,41427,2021-11-15,2,175,32568
Nelson Marlborough,135743,2021-11-15,1,264,120747
Nelson Marlborough,135743,2021-11-15,2,361,108756
West Coast,27906,2021-11-15,1,58,23826
West Coast,27906,2021-11-15,2,64,20559
Canterbury,482890,2021-11-15,1,804,451514
Canterbury,482890,2021-11-15,2,2160,396513
South Canterbury,52584,2021-11-15,1,88,46776
South Canterbury,52584,2021-11-15,2,120,41994
Southern,288015,2021-11-15,1,507,265491
Southern,288015,2021-11-15,2,991,238663
Northland,161320,2021-11-16,1,389,133819
Northland,161320,2021-11-16,2,673,116353
Waitematā,526087,2021-11-16,1,428,488070
Waitematā,526087,2021-11-16,2,1234,453516
Auckland,423958,2021-11-16,1,328,404296
Auckland,423958,2021-11-16,2,954,379672
Counties Manukau,482773,2021-11-16,1,507,440341
Counties Manukau,482773,2021-11-16,2,1040,401820
Waikato,357176,2021-11-16,1,679,318849
Waikato,357176,2021-11-16,2,1656,284035
Lakes,94419,2021-11-16,1,383,80279
Lakes,94419,2021-11-16,2,490,70029
Bay of Plenty,216941,2021-11-16,1,618,187551
Bay of Plenty,216941,2021-11-16,2,1045,164326
Tairāwhiti,41965,2021-11-16,1,187,35027
Tairāwhiti,41965,2021-11-16,2,159,29859
Taranaki,102147,2021-11-16,1,239,89632
Taranaki,102147,2021-11-16,2,514,77931
Hawke's Bay,145571,2021-11-16,1,295,128326
Hawke's Bay,145571,2021-11-16,2,377,113176
MidCentral,152302,2021-11-16,1,414,136339
MidCentral,152302,2021-11-16,2,628,121121
Whanganui,57247,2021-11-16,1,143,48129
Whanganui,57247,2021-11-16,2,248,42670
Capital and Coast,271174,2021-11-16,1,352,254466
Capital and Coast,271174,2021-11-16,2,1001,235264
Hutt Valley,130239,2021-11-16,1,250,117835
Hutt Valley,130239,2021-11-16,2,488,106838
Wairarapa,41427,2021-11-16,1,183,37220
Wairarapa,41427,2021-11-16,2,240,32808
Nelson Marlborough,135743,2021-11-16,1,223,120970
Nelson Marlborough,135743,2021-11-16,2,379,109135
West Coast,27906,2021-11-16,1,126,23952
West Coast,27906,2021-11-16,2,127,20686
Canterbury,482890,2021-11-16,1,671,452185
Canterbury,482890,2021-11-16,2,2275,398788
South Canterbury,52584,2021-11-16,1,60,46836
South Canterbury,52584,2021-11-16,2,137,42131
Southern,288015,2021-11-16,1,396,265887
Southern,288015,2021-11-16,2,952,239615
Northland,161320,2021-11-17,1,325,134144
Northland,161320,2021-11-17,2,676,117029
Waitematā,526087,2021-11-17,1,484,488554
Waitematā,526087,2021-11-17,2,1250,454766
Auckland,423958,2021-11-17,1,177,404473
Auckland,423958,2021-11-17,2,790,380462
Counties Manukau,482773,2021-11-17,1,547,440888
Counties Manukau,482773,2021-11-17,2,1207,403027
Waikato,357176,2021-11-17,1,615,319464
Waikato,357176,2021-11-17,2,1474,285509
Lakes,94419,2021-11-17,1,287,80566
Lakes,94419,2021-11-17,2,416,70445
Bay of Plenty,216941,2021-11-17,1,537,188088
Bay of Plenty,216941,2021-11-17,2,915,165241
Tairāwhiti,41965,2021-11-17,1,154,35181
Tairāwhiti,41965,2021-11-17,2,157,30016
Taranaki,102147,2021-11-17,1,217,89849
Taranaki,102147,2021-11-17,2,386,78317
Hawke's Bay,145571,2021-11-17,1,348,128674
Hawke's Bay,145571,2021-11-17,2,463,113639
MidCentral,152302,2021-11-17,1,375,136714
MidCentral,152302,2021-11-17,2,657,121778
Whanganui,57247,2021-11-17,1,149,48278
Whanganui,57247,2021-11-17,2,277,42947
Capital and Coast,271174,2021-11-17,1,304,254770
