School,EthnicGroup,Level,Students
Albany School,Māori,Year 2,6
Albany School,Pacific,Year 2,3
Albany School,Asian,Year 2,76
Albany School,MELAA,Year 2,13
Albany School,Other,Year 2,2
Albany School,European,Year 2,18
Albany School,International fee paying,Year 2,2
Albany School,Māori,Year 3,6
Albany School,Pacific,Year 3,2
Albany School,Asian,Year 3,77
Albany School,MELAA,Year 3,16
Albany School,European,Year 3,13
Albany School,International fee paying,Year 3,3
Albany School,Māori,Year 4,6
Albany School,Pacific,Year 4,4
Albany School,Asian,Year 4,86
Albany School,MELAA,Year 4,13
Albany School,European,Year 4,21
Albany School,International fee paying,Year 4,3
Albany School,Māori,Year 5,11
Albany School,Pacific,Year 5,1
Albany School,Asian,Year 5,95
Albany School,MELAA,Year 5,14
Albany School,Other,Year 5,1
Albany School,European,Year 5,14
Albany School,International fee paying,Year 5,4
Albany School,Māori,Year 6,13
Albany School,Pacific,Year 6,2
Albany School,Asian,Year 6,78
Albany School,MELAA,Year 6,19
Albany School,Other,Year 6,2
Albany School,European,Year 6,30
Albany School,International fee paying,Year 6,1
Albany School,Māori,Year 7,3
Albany School,Asian,Year 7,8
Albany School,MELAA,Year 7,2
Albany School,European,Year 7,3
Albany School,International fee paying,Year 7,1
Albany Senior High School,Māori,Year 11,27
Albany Senior High School,Pacific,Year 11,7
Albany Senior High School,Asian,Year 11,64
Albany Senior High School,MELAA,Year 11,15
Albany Senior High School,Other,Year 11,7
Albany Senior High School,European,Year 11,206
Albany Senior High School,Māori,Year 12,36
Albany Senior High School,Pacific,Year 12,7
Albany Senior High School,Asian,Year 12,36
Albany Senior High School,MELAA,Year 12,15
Albany Senior High School,Other,Year 12,6
Albany Senior High School,European,Year 12,199
Albany Senior High School,International fee paying,Year 12,1
Albany Senior High School,Māori,Year 13,12
Albany Senior High School,Pacific,Year 13,8
Albany Senior High School,Asian,Year 13,57
Albany Senior High School,MELAA,Year 13,15
Albany Senior High School,European,Year 13,161
Albany Senior High School,International fee paying,Year 13,1
Albany Senior High School,European,Year 14,1
Albury School,Māori,Year 1,2
Albury School,European,Year 2,6
Albury School,European,Year 3,4
Albury School,European,Year 4,3
Albury School,Māori,Year 5,2
Albury School,European,Year 5,6
Albury School,European,Year 6,5
Alexandra Primary School,Māori,Year 1,4
Alexandra Primary School,Asian,Year 1,1
Alexandra Primary School,MELAA,Year 1,1
Alexandra Primary School,European,Year 1,19
Alexandra Primary School,Māori,Year 2,3
Alexandra Primary School,Asian,Year 2,1
Alexandra Primary School,MELAA,Year 2,1
Alexandra Primary School,Other,Year 2,1
Alexandra Primary School,European,Year 2,19
Alexandra Primary School,Māori,Year 3,4
Alexandra Primary School,Pacific,Year 3,1
Alexandra Primary School,European,Year 3,24
Alexandra Primary School,Māori,Year 4,7
Alexandra Primary School,Pacific,Year 4,1
Alexandra Primary School,European,Year 4,17
Alexandra Primary School,Māori,Year 5,4
Alexandra Primary School,European,Year 5,17
Alexandra Primary School,Māori,Year 6,7
Alexandra Primary School,Pacific,Year 6,1
Alexandra Primary School,MELAA,Year 6,2
Alexandra Primary School,European,Year 6,19
Alexandra Primary School,Māori,Year 7,4
Alexandra Primary School,MELAA,Year 7,1
Alexandra Primary School,European,Year 7,29
Alexandra Primary School,Māori,Year 8,1
Alexandra Primary School,Asian,Year 8,1
Alexandra Primary School,MELAA,Year 8,1
Alexandra Primary School,European,Year 8,7
Alfredton School,Asian,Year 1,1
Alfredton School,European,Year 1,3
Alfredton School,MELAA,Year 2,1
Alfredton School,European,Year 2,4
Alfredton School,Māori,Year 3,1
Alfredton School,Asian,Year 3,1
Alfredton School,European,Year 3,3
Alfredton School,MELAA,Year 4,1
Alfredton School,European,Year 4,7
Alfredton School,Māori,Year 5,1
Alfredton School,European,Year 5,5
Alfredton School,Māori,Year 6,2
Alfredton School,European,Year 6,4
Alfredton School,European,Year 7,1
Alfredton School,Māori,Year 8,3
Alfredton School,European,Year 8,3
Alfriston College,Māori,Year 10,91
Alfriston College,Pacific,Year 10,92
Alfriston College,Asian,Year 10,56
Alfriston College,MELAA,Year 10,11
Alfriston College,Other,Year 10,2
Alfriston College,European,Year 10,16
Alfriston College,Māori,Year 11,90
Alfriston College,Pacific,Year 11,68
Alfriston College,Asian,Year 11,49
Alfriston College,MELAA,Year 11,11
Alfriston College,Other,Year 11,2
Alfriston College,European,Year 11,15
Alfriston College,Māori,Year 12,65
Alfriston College,Pacific,Year 12,55
Alfriston College,Asian,Year 12,71
Alfriston College,MELAA,Year 12,8
Alfriston College,Other,Year 12,1
Alfriston College,European,Year 12,11
Alfriston College,Māori,Year 13,46
Alfriston College,Pacific,Year 13,47
Alfriston College,Asian,Year 13,48
Alfriston College,MELAA,Year 13,6
Alfriston College,Other,Year 13,1
Alfriston College,European,Year 13,9
Alfriston College,Māori,Year 9,76
Alfriston College,Pacific,Year 9,79
Alfriston College,Asian,Year 9,49
Alfriston College,MELAA,Year 9,12
Alfriston College,Other,Year 9,1
Alfriston College,European,Year 9,13
Alfriston School,Māori,Year 1,2
Alfriston School,Pacific,Year 1,6
Alfriston School,Asian,Year 1,29
Alfriston School,MELAA,Year 1,1
Alfriston School,European,Year 1,7
Alfriston School,Māori,Year 2,3
Alfriston School,Pacific,Year 2,3
Alfriston School,Asian,Year 2,22
Alfriston School,MELAA,Year 2,3
Alfriston School,European,Year 2,5
Alfriston School,Māori,Year 3,5
Alfriston School,Pacific,Year 3,4
Alfriston School,Asian,Year 3,26
Alfriston School,European,Year 3,6
Alfriston School,Māori,Year 4,8
Alfriston School,Pacific,Year 4,6
Alfriston School,Asian,Year 4,24
Alfriston School,MELAA,Year 4,1
Alfriston School,European,Year 4,15
Alfriston School,Māori,Year 5,8
Alfriston School,Pacific,Year 5,8
Alfriston School,Asian,Year 5,19
Alfriston School,MELAA,Year 5,1
Alfriston School,Other,Year 5,1
Alfriston School,European,Year 5,9
Alfriston School,Māori,Year 6,4
Alfriston School,Pacific,Year 6,8
Alfriston School,Asian,Year 6,27
Alfriston School,European,Year 6,16
Alfriston School,Māori,Year 7,6
Alfriston School,Pacific,Year 7,7
Alfriston School,Asian,Year 7,23
Alfriston School,European,Year 7,9
Alfriston School,Māori,Year 8,8
Alfriston School,Pacific,Year 8,5
Alfriston School,Asian,Year 8,16
Alfriston School,European,Year 8,8
Allandale School,Māori,Year 1,33
Allandale School,Pacific,Year 1,2
Allandale School,Asian,Year 1,1
Allandale School,MELAA,Year 1,1
Allandale School,European,Year 1,9
Allandale School,Māori,Year 2,39
Allandale School,Pacific,Year 2,2
Allandale School,Asian,Year 2,2
Allandale School,European,Year 2,12
Allandale School,Māori,Year 3,41
Allandale School,Asian,Year 3,2
Allandale School,MELAA,Year 3,1
Allandale School,European,Year 3,10
Allandale School,Māori,Year 4,28
Allandale School,Pacific,Year 4,3
Allandale School,Asian,Year 4,4
Allandale School,European,Year 4,8
Allandale School,Māori,Year 5,43
Allandale School,Asian,Year 5,5
Allandale School,European,Year 5,19
Allandale School,Māori,Year 6,44
Allandale School,Pacific,Year 6,1
Allandale School,Asian,Year 6,1
Allandale School,MELAA,Year 6,1
Allandale School,European,Year 6,11
Allandale School,Māori,Year 7,4
Allandale School,Asian,Year 7,1
Allandale School,European,Year 7,1
Allenton School,Māori,Year 1,5
Allenton School,Pacific,Year 1,9
Allenton School,Asian,Year 1,8
Allenton School,MELAA,Year 1,5
Allenton School,European,Year 1,29
Allenton School,Māori,Year 2,7
Allenton School,Pacific,Year 2,10
Allenton School,Asian,Year 2,6
Allenton School,MELAA,Year 2,2
Allenton School,European,Year 2,38
Allenton School,Māori,Year 3,6
Allenton School,Pacific,Year 3,8
Allenton School,Asian,Year 3,3
Allenton School,European,Year 3,50
Allenton School,Māori,Year 4,11
Allenton School,Pacific,Year 4,8
Allenton School,Asian,Year 4,8
Allenton School,MELAA,Year 4,2
Allenton School,European,Year 4,35
Allenton School,Māori,Year 5,5
Allenton School,Pacific,Year 5,5
Allenton School,Asian,Year 5,6
Allenton School,MELAA,Year 5,5
Allenton School,Other,Year 5,1
Allenton School,European,Year 5,41
Allenton School,Māori,Year 6,8
Allenton School,Pacific,Year 6,10
Allenton School,Asian,Year 6,4
Allenton School,MELAA,Year 6,1
Allenton School,European,Year 6,40
Allenton School,Māori,Year 7,1
Allenton School,Pacific,Year 7,1
Allenton School,Asian,Year 7,1
Allenton School,European,Year 7,11
Amana Christian School,Māori,Year 10,1
Amana Christian School,Pacific,Year 10,1
Amana Christian School,European,Year 10,2
Amana Christian School,Māori,Year 11,1
Amana Christian School,Pacific,Year 11,2
Amana Christian School,European,Year 11,3
Amana Christian School,Māori,Year 13,1
Amana Christian School,Pacific,Year 13,1
Amana Christian School,Pacific,Year 2,2
Amana Christian School,European,Year 2,2
Amana Christian School,Asian,Year 3,1
Amana Christian School,MELAA,Year 3,1
Amana Christian School,European,Year 3,2
Amana Christian School,Māori,Year 4,1
Amana Christian School,Pacific,Year 4,1
Amana Christian School,MELAA,Year 4,1
Amana Christian School,European,Year 4,2
Amana Christian School,Māori,Year 5,2
Amana Christian School,Pacific,Year 5,1
Amana Christian School,European,Year 5,5
Amana Christian School,Māori,Year 6,2
Amana Christian School,European,Year 6,3
Amana Christian School,Māori,Year 7,1
Amana Christian School,European,Year 7,8
Amana Christian School,Māori,Year 8,3
Amana Christian School,Pacific,Year 8,2
Amana Christian School,MELAA,Year 8,1
Amana Christian School,European,Year 8,2
Amana Christian School,Māori,Year 9,1
Amana Christian School,Pacific,Year 9,1
Amana Christian School,European,Year 9,3
Amberley School,Māori,Year 1,5
Amberley School,Pacific,Year 1,1
Amberley School,Asian,Year 1,3
Amberley School,European,Year 1,17
Amberley School,Māori,Year 2,5
Amberley School,MELAA,Year 2,1
Amberley School,Other,Year 2,1
Amberley School,European,Year 2,19
Amberley School,Māori,Year 3,4
Amberley School,Pacific,Year 3,1
Amberley School,MELAA,Year 3,1
Amberley School,European,Year 3,14
Amberley School,Māori,Year 4,4
Amberley School,Asian,Year 4,2
Amberley School,European,Year 4,15
Amberley School,Māori,Year 5,6
Amberley School,Pacific,Year 5,1
Amberley School,MELAA,Year 5,2
Amberley School,European,Year 5,19
Amberley School,Māori,Year 6,3
Amberley School,Pacific,Year 6,1
Amberley School,Asian,Year 6,1
Amberley School,MELAA,Year 6,1
Amberley School,European,Year 6,18
Amberley School,Māori,Year 7,11
Amberley School,Pacific,Year 7,2
Amberley School,MELAA,Year 7,2
Amberley School,European,Year 7,21
Amberley School,Māori,Year 8,3
Amberley School,Pacific,Year 8,1
Amberley School,Asian,Year 8,1
Amberley School,MELAA,Year 8,1
Amberley School,European,Year 8,25
Ambury Park Centre,Māori,Year 10,1
Ambury Park Centre,European,Year 12,2
Ambury Park Centre,Māori,Year 13,1
Ambury Park Centre,Pacific,Year 13,1
Ambury Park Centre,European,Year 13,1
Ambury Park Centre,Māori,Year 15,2
Ambury Park Centre,Pacific,Year 15,1
Amesbury School,Māori,Year 1,1
Amesbury School,Pacific,Year 1,1
Amesbury School,Asian,Year 1,29
Amesbury School,MELAA,Year 1,4
Amesbury School,Other,Year 1,1
Amesbury School,European,Year 1,6
Amesbury School,Māori,Year 2,3
Amesbury School,Pacific,Year 2,3
Amesbury School,Asian,Year 2,22
Amesbury School,MELAA,Year 2,4
Amesbury School,European,Year 2,9
Amesbury School,Māori,Year 3,3
Amesbury School,Pacific,Year 3,1
Amesbury School,Asian,Year 3,29
Amesbury School,MELAA,Year 3,4
Amesbury School,European,Year 3,9
Amesbury School,Māori,Year 4,2
Amesbury School,Pacific,Year 4,3
Amesbury School,Asian,Year 4,28
Amesbury School,MELAA,Year 4,3
Amesbury School,European,Year 4,15
Amesbury School,Māori,Year 5,4
Amesbury School,Pacific,Year 5,3
Amesbury School,Asian,Year 5,20
Amesbury School,MELAA,Year 5,7
Amesbury School,European,Year 5,12
Amesbury School,Māori,Year 6,2
Amesbury School,Pacific,Year 6,1
Amesbury School,Asian,Year 6,17
Amesbury School,MELAA,Year 6,4
Amesbury School,Other,Year 6,1
Amesbury School,European,Year 6,16
Amesbury School,Māori,Year 7,1
Amesbury School,Asian,Year 7,4
Amesbury School,European,Year 7,1
Amisfield School,Māori,Year 1,7
Amisfield School,Pacific,Year 1,1
Amisfield School,Asian,Year 1,2
Amisfield School,European,Year 1,7
Amisfield School,Māori,Year 2,7
Amisfield School,Pacific,Year 2,1
Amisfield School,Asian,Year 2,2
Amisfield School,European,Year 2,8
Amisfield School,Māori,Year 3,7
Amisfield School,Pacific,Year 3,2
Amisfield School,Asian,Year 3,1
Amisfield School,Other,Year 3,1
Amisfield School,European,Year 3,14
Amisfield School,Māori,Year 4,11
Amisfield School,European,Year 4,13
Amisfield School,Māori,Year 5,6
Amisfield School,Pacific,Year 5,2
Amisfield School,Asian,Year 5,2
Amisfield School,European,Year 5,7
Amisfield School,Māori,Year 6,4
Amisfield School,Pacific,Year 6,1
Amisfield School,MELAA,Year 6,1
Amisfield School,European,Year 6,19
Amisfield School,Other,Year 7,1
Amisfield School,European,Year 7,11
Amisfield School,Māori,Year 8,7
Amisfield School,European,Year 8,7
Amuri Area School,Asian,Year 1,6
Amuri Area School,European,Year 1,11
Amuri Area School,Māori,Year 10,7
Amuri Area School,Pacific,Year 10,1
Amuri Area School,Asian,Year 10,3
Amuri Area School,European,Year 10,23
Amuri Area School,Māori,Year 11,3
Amuri Area School,Asian,Year 11,6
Amuri Area School,European,Year 11,20
Amuri Area School,Māori,Year 12,5
Amuri Area School,Asian,Year 12,6
Amuri Area School,MELAA,Year 12,3
Amuri Area School,European,Year 12,26
Amuri Area School,Māori,Year 13,4
Amuri Area School,Asian,Year 13,2
Amuri Area School,European,Year 13,10
Amuri Area School,European,Year 15,1
Amuri Area School,Māori,Year 2,1
Amuri Area School,Asian,Year 2,5
Amuri Area School,MELAA,Year 2,2
Amuri Area School,European,Year 2,10
Amuri Area School,Māori,Year 3,2
Amuri Area School,Asian,Year 3,5
Amuri Area School,European,Year 3,13
Amuri Area School,Māori,Year 4,2
Amuri Area School,Pacific,Year 4,1
Amuri Area School,Asian,Year 4,6
Amuri Area School,MELAA,Year 4,1
Amuri Area School,European,Year 4,14
Amuri Area School,Māori,Year 5,4
Amuri Area School,Asian,Year 5,3
Amuri Area School,MELAA,Year 5,1
Amuri Area School,European,Year 5,16
Amuri Area School,Māori,Year 6,5
Amuri Area School,Pacific,Year 6,1
Amuri Area School,Asian,Year 6,5
Amuri Area School,European,Year 6,23
Amuri Area School,Māori,Year 7,6
Amuri Area School,Pacific,Year 7,2
Amuri Area School,Asian,Year 7,3
Amuri Area School,European,Year 7,26
Amuri Area School,Māori,Year 8,2
Amuri Area School,Pacific,Year 8,1
Amuri Area School,Asian,Year 8,2
Amuri Area School,European,Year 8,27
Amuri Area School,Māori,Year 9,3
Amuri Area School,Pacific,Year 9,1
Amuri Area School,Asian,Year 9,10
Amuri Area School,MELAA,Year 9,1
Amuri Area School,European,Year 9,18
Anchorage Park School,Māori,Year 1,7
Anchorage Park School,Pacific,Year 1,8
Anchorage Park School,Asian,Year 1,4
Anchorage Park School,European,Year 1,3
Anchorage Park School,Māori,Year 2,6
Anchorage Park School,Pacific,Year 2,2
Anchorage Park School,Asian,Year 2,2
Anchorage Park School,MELAA,Year 2,2
Anchorage Park School,European,Year 2,4
Anchorage Park School,Māori,Year 3,1
Anchorage Park School,Pacific,Year 3,2
Anchorage Park School,Asian,Year 3,6
Anchorage Park School,European,Year 3,5
Anchorage Park School,Māori,Year 4,6
Anchorage Park School,Pacific,Year 4,5
Anchorage Park School,Asian,Year 4,8
Anchorage Park School,European,Year 4,5
Anchorage Park School,Māori,Year 5,1
Anchorage Park School,Pacific,Year 5,7
Anchorage Park School,Asian,Year 5,8
Anchorage Park School,MELAA,Year 5,1
Anchorage Park School,European,Year 5,4
Anchorage Park School,Māori,Year 6,8
Anchorage Park School,Pacific,Year 6,3
Anchorage Park School,Asian,Year 6,8
Anchorage Park School,MELAA,Year 6,3
Anchorage Park School,European,Year 6,3
Anchorage Park School,Māori,Year 7,1
Anchorage Park School,Asian,Year 7,1
Andersons Bay School,Māori,Year 1,4
Andersons Bay School,Pacific,Year 1,1
Andersons Bay School,Asian,Year 1,8
Andersons Bay School,Other,Year 1,4
Andersons Bay School,European,Year 1,27
Andersons Bay School,Māori,Year 2,4
Andersons Bay School,Pacific,Year 2,2
Andersons Bay School,Asian,Year 2,1
Andersons Bay School,European,Year 2,37
Andersons Bay School,Māori,Year 3,5
Andersons Bay School,Asian,Year 3,3
Andersons Bay School,MELAA,Year 3,1
Andersons Bay School,Other,Year 3,1
Andersons Bay School,European,Year 3,32
Andersons Bay School,Māori,Year 4,1
Andersons Bay School,Asian,Year 4,4
Andersons Bay School,Other,Year 4,2
Andersons Bay School,European,Year 4,30
Andersons Bay School,Māori,Year 5,8
Andersons Bay School,Pacific,Year 5,2
Andersons Bay School,Asian,Year 5,8
Andersons Bay School,Other,Year 5,3
Andersons Bay School,European,Year 5,34
Andersons Bay School,Māori,Year 6,9
Andersons Bay School,Pacific,Year 6,1
Andersons Bay School,Asian,Year 6,2
Andersons Bay School,MELAA,Year 6,1
Andersons Bay School,Other,Year 6,1
Andersons Bay School,European,Year 6,40
Andersons Bay School,European,Year 7,2
Ao Tawhiti Unlimited Discovery,Māori,Year 1,1
Ao Tawhiti Unlimited Discovery,Asian,Year 1,3
Ao Tawhiti Unlimited Discovery,MELAA,Year 1,2
Ao Tawhiti Unlimited Discovery,European,Year 1,12
Ao Tawhiti Unlimited Discovery,Māori,Year 10,12
Ao Tawhiti Unlimited Discovery,Asian,Year 10,6
Ao Tawhiti Unlimited Discovery,MELAA,Year 10,1
Ao Tawhiti Unlimited Discovery,European,Year 10,57
Ao Tawhiti Unlimited Discovery,Māori,Year 11,19
Ao Tawhiti Unlimited Discovery,Pacific,Year 11,1
Ao Tawhiti Unlimited Discovery,Asian,Year 11,1
Ao Tawhiti Unlimited Discovery,MELAA,Year 11,2
Ao Tawhiti Unlimited Discovery,Other,Year 11,1
Ao Tawhiti Unlimited Discovery,European,Year 11,62
Ao Tawhiti Unlimited Discovery,Māori,Year 12,10
Ao Tawhiti Unlimited Discovery,Pacific,Year 12,1
Ao Tawhiti Unlimited Discovery,Asian,Year 12,3
Ao Tawhiti Unlimited Discovery,Other,Year 12,1
Ao Tawhiti Unlimited Discovery,European,Year 12,60
Ao Tawhiti Unlimited Discovery,Māori,Year 13,9
Ao Tawhiti Unlimited Discovery,Asian,Year 13,4
Ao Tawhiti Unlimited Discovery,MELAA,Year 13,1
Ao Tawhiti Unlimited Discovery,Other,Year 13,2
Ao Tawhiti Unlimited Discovery,European,Year 13,44
Ao Tawhiti Unlimited Discovery,Māori,Year 2,1
Ao Tawhiti Unlimited Discovery,Asian,Year 2,1
Ao Tawhiti Unlimited Discovery,Other,Year 2,1
Ao Tawhiti Unlimited Discovery,European,Year 2,14
Ao Tawhiti Unlimited Discovery,Māori,Year 3,2
Ao Tawhiti Unlimited Discovery,Pacific,Year 3,1
Ao Tawhiti Unlimited Discovery,Asian,Year 3,2
Ao Tawhiti Unlimited Discovery,European,Year 3,16
Ao Tawhiti Unlimited Discovery,Māori,Year 4,2
Ao Tawhiti Unlimited Discovery,Asian,Year 4,3
Ao Tawhiti Unlimited Discovery,Other,Year 4,1
Ao Tawhiti Unlimited Discovery,European,Year 4,21
Ao Tawhiti Unlimited Discovery,Māori,Year 5,3
Ao Tawhiti Unlimited Discovery,Asian,Year 5,6
Ao Tawhiti Unlimited Discovery,European,Year 5,20
Ao Tawhiti Unlimited Discovery,Māori,Year 6,7
Ao Tawhiti Unlimited Discovery,Asian,Year 6,5
Ao Tawhiti Unlimited Discovery,MELAA,Year 6,1
Ao Tawhiti Unlimited Discovery,Other,Year 6,1
Ao Tawhiti Unlimited Discovery,European,Year 6,26
