school,long,lat,x,y
Pūrākaunui School,170.631812,-45.772776,1415877.8977192186,4928470.701002207
Ravensbourne School,170.555576,-45.864944,1410264.2724724426,4918052.3049309
Romahapa School,169.709372,-46.34561,1346796.5311218472,4862288.148039099
Rosebank School (Balclutha),169.72508,-46.246557,1347549.9080848524,4873343.544863717
Sacred Heart School (Dunedin),170.520981,-45.853387,1407539.170940938,4919253.447784728
Te Whirika Sara Cohen Specialist School,170.482778,-45.898837,1404732.6539871166,4914111.045711328
Sawyers Bay School,170.601212,-45.819742,1413655.538763585,4923181.805481411
St Bernadette's School (Forbury),170.484353,-45.899843,1404858.3547000303,4914003.133269423
St Brigids School (Tainui),170.527675,-45.898059,1408212.6827469296,4914306.449582379
St Francis Xavier School (Mornington),170.476152,-45.888904,1404183.7398729206,4915198.369482481
St Gerard's School (Alexandra),169.396538,-45.249273,1317227.6676159604,4983038.792022906
St John's School (Ranfurly),170.096601,-45.134172,1371702.7779560636,4998043.132578809
St Joseph's School (Oamaru),170.970448,-45.092549,1440298.0387511458,5004764.787561739
St Joseph's School (Balclutha),169.737186,-46.240837,1348456.8979083507,4874017.557002821
St Joseph's Cathedral School,170.497257,-45.875888,1405775.791832127,4916696.069403241
St Leonard's School (Dunedin),170.578318,-45.846739,1411968.089544286,4920128.732565084
St Mary's School (Dunedin),170.480336,-45.861479,1404412.1084120178,4918255.586214036
St Mary's School (Milton),169.961282,-46.125212,1365240.5467222086,4887550.816411903
St Mary's School (Mosgiel),170.354878,-45.881293,1394746.6773080183,4915739.022079469
St Peter Chanel School (Green Island),170.425204,-45.903518,1400283.3770760375,4913448.371898581
St Clair School,170.493124,-45.908179,1405567.838499164,4913098.417520521
Stirling School,169.779596,-46.248153,1351759.337111152,4873338.45939587
Strath Taieri School,170.119398,-45.504741,1374968.2234627607,4956940.011680385
Tahuna Normal Intermediate,170.517529,-45.903952,1407446.0197420646,4913627.273879666
Taieri Beach School,170.194988,-46.071794,1383085.6554898215,4894150.043327142
Tainui School,170.524692,-45.903233,1407999.1304640572,4913724.430042557
Tapanui School,169.260478,-45.941742,1310142.9899036712,4905622.978981512
Tarras School,169.412277,-44.837524,1316433.275034264,5028834.2774614515
The Terrace School (Alexandra),169.388799,-45.243476,1316591.5139473896,4983655.593294541
Tokoiti School,169.971265,-46.131623,1366038.9352391276,4886867.996419677
Totara School,170.896877,-45.119587,1434587.007868858,5001613.222671822
Waihola District School,170.099846,-46.021197,1375523.4377533349,4899507.479702534
Waikoikoi School,169.153397,-46.007622,1302197.2024496384,4897908.414039402
Waikouaiti School,170.673457,-45.596272,1418545.632954476,4948175.15829632
Waitahuna School,169.7591,-45.986387,1348992.5433409004,4902356.861615225
Waitati School,170.57295,-45.75501,1411241.6192803876,4930307.190657674
Waiwera South School,169.4894,-46.216283,1329234.2420722067,4875929.120421219
Wakari School,170.479808,-45.856391,1404353.2685304047,4918819.573627727
Warepa School,169.622693,-46.269676,1339767.2161897377,4870443.632019074
Warrington School,170.595678,-45.709508,1412857.2159641804,4935415.84685014
Weston School,170.918495,-45.078621,1436170.1264075364,5006208.114671095
Arrowtown School,168.838744,-44.948448,1271734.6314746514,5014347.361494941
Balfour School,168.585454,-45.842766,1257214.2917447477,4913938.685427273
Hillside Primary School,168.422707,-46.149181,1246538.2102503048,4879184.840686556
Hauroko Valley Primary School,167.712473,-46.052018,1190979.5674909765,4886565.736847611
Dipton School,168.352161,-45.890816,1239411.9195095492,4907570.765956509
East Gore School,168.960487,-46.091738,1287738.1468977493,4887822.73249982
Edendale School (Southland),168.782136,-46.311623,1275252.5829543818,4862676.95560173
Garston School,168.689209,-45.464451,1263004.7324077704,4956407.7570790555
Glenorchy School,168.38703,-44.85065,1235481.7868451162,5023280.012962217
Gore Main School,168.9406,-46.095941,1286224.8183323843,4887277.383230982
Gorge Road School,168.700489,-46.473899,1269948.3026617565,4844309.731642733
Halfmoon Bay School,168.128157,-46.899076,1228947.9371187529,4794519.303144723
Heddon Bush School,168.15396,-46.077844,1225303.0797253442,4885876.537077428
Hedgehope School,168.542016,-46.207473,1256114.8582703266,4873233.718020739
Invercargill Middle School,168.357545,-46.411325,1243216.0053802556,4849769.132653935
Windsor North School,168.366486,-46.39323,1243785.0747001884,4851819.802561897
Knapdale School,168.918606,-46.009975,1284034.2244379076,4896740.839844999
Limehills School,168.328799,-46.065238,1238738.0915815474,4888087.507353244
Lochiel School,168.335175,-46.205986,1240151.0543905862,4872480.122223161
Lumsden School,168.448531,-45.740712,1245936.045093141,4924678.17441804
Makarewa School,168.348432,-46.329975,1241983.4649449105,4858765.604825409
Mararoa School,167.894436,-45.544994,1201446.269343682,4943812.838752974
Mataura School,168.862887,-46.193131,1280781.4999253969,4876169.668696797
Mossburn School,168.23773,-45.668072,1229057.3793251533,4931791.248100034
Myross Bush School,168.417815,-46.37283,1247599.22363624,4854316.4498536335
Otama School,168.8666,-45.960151,1279720.6871027374,4902068.123927871
Otatara School,168.29038,-46.431486,1238188.4627532135,4847223.544099717
Otautau School,167.993263,-46.140681,1213319.878801881,4878124.484823345
Pukerau School,169.095347,-46.097802,1298195.581552382,4887670.520034523
Queenstown Primary School,168.659531,-45.027455,1258068.1127665057,5004828.3143219035
Rimu School,168.501456,-46.400294,1254204.9374455689,4851634.975516411
Riversdale School,168.738412,-45.900912,1269436.2010353482,4908125.311177175
Riverton School,168.019399,-46.351828,1216814.8006299706,4854794.644003131
Ruru Special School,168.346021,-46.376766,1242104.134376466,4853556.371203725
Sacred Heart School (Waikiwi),168.349381,-46.37023,1242319.736996055,4854297.717822676
Salford School,168.374499,-46.38791,1244366.4080647256,4852446.954362667
St Joseph's School (Queenstown),168.665444,-45.030916,1258554.541200574,5004468.835154653
St Joseph's School (Invercargill),168.352158,-46.416503,1242835.9225296022,4849169.51114378
St Mary's School (Gore),168.940616,-46.102671,1286264.2890236494,4886529.755776536
St Patrick's School (Nightcaps),168.036222,-45.971547,1215462.3344230477,4897122.649893204
St Patrick's School (Invercargill),168.376955,-46.426717,1244807.718083853,4848146.670933332
St Teresa's School (Bluff),168.335097,-46.600046,1242732.126397861,4828701.032820227
St Theresa's School (Invercargill),168.371623,-46.398765,1244216.0029789926,4851228.042337987
St Thomas School (Winton),168.326635,-46.150501,1239128.7686765017,4878605.398189829
Te Anau School,167.718043,-45.413459,1186714.1504637143,4957531.491900719
Te Tipua School,168.762641,-46.185376,1273001.062925399,4876622.5842965515
Thornbury School,168.095707,-46.290924,1222265.0179690807,4861928.044512563
Tisbury School,168.39987,-46.444979,1246686.3927801896,4846220.68677698
Tokanui School,168.946581,-46.563166,1289347.8260769453,4835392.092876328
Tuturau Primary School,168.856132,-46.251607,1280600.1741768478,4869645.823776365
Waianiwa School,168.252395,-46.296381,1234368.4440040395,4862058.253883371
Waihopai School,168.354578,-46.395359,1242883.627595172,4851529.4894365985
Waikaia School,168.848074,-45.723914,1276918.4572687405,4928238.199320685
Waikaka School,169.017531,-45.92637,1291227.265521771,4906417.483095694
Wallacetown School,168.289807,-46.332255,1237486.8542955406,4858245.095850345
Waverley Park School,168.384216,-46.396542,1245169.4863393486,4851531.678665171
West Gore School,168.927419,-46.108154,1285275.6591431128,4885868.3635856565
Winton School,168.326786,-46.148076,1239124.5461365604,4878875.490614223
Woodlands Full Primary School,168.558137,-46.35864,1258301.2319081877,4856509.306361998
Wyndham School,168.843097,-46.324627,1280021.729836319,4861480.683618911
Balmoral S D A School,174.745772,-36.887836,1755566.5790521072,5916147.373112133
Carncot Independent School,175.621747,-40.349801,1822658.131223172,5530117.604397726
Hadlow Preparatory School,175.641069,-40.959594,1822264.750875867,5462369.032390655
Hamilton Seventh-Day Adventist School,175.338495,-37.806791,1805865.444816051,5813045.454195714
Parkside Christian S D A School,176.865859,-39.526062,1932306.9147011186,5617702.313620839
Hereworth School,176.890916,-39.666625,1933784.8618257255,5602002.527448719
Hōhepa School,176.846228,-39.503209,1930727.5010731816,5620312.065071823
Huntley School (Marton),175.360967,-40.064434,1801351.7693623565,5562420.184226202
Southland Adventist Christian School,168.34555,-46.375658,1242060.6631930838,4853677.331806608
King's School (Remuera),174.792272,-36.879469,1759728.0264559807,5916998.836361407
Liberton Christian School,170.512966,-45.847573,1406896.7996845902,4919880.026768663
Medbury Preparatory School,172.589114,-43.521889,1566794.1849523713,5181145.672420341
Wellington Hills Christian College,174.806183,-41.224871,1751388.6582055604,5434706.827576589
Nelson College For Girls Prep School,173.283068,-41.279531,1623705.6030204317,5430172.957163323
Nelson College (Prep Dept),173.275723,-41.285794,1623088.2858925355,5429479.648348937
New Plymouth Adventist Christian School,174.090023,-39.085739,1694274.1631304387,5673143.368950939
Southcity Christian School,175.268758,-37.821909,1799684.6990859134,5811519.214233907
Palmerston North Adventist Christian School,175.607452,-40.360994,1821407.3144233827,5528910.902759681
Rotorua S D A School,176.253367,-38.150835,1885087.5047570933,5772446.392204738
St George's School,175.038396,-39.929293,1774182.7514417446,5578101.35977873
St John's Girls' School (Invercargill),168.347753,-46.398542,1242379.8511712952,4851144.977921428
St Joseph's School (Rangiora),172.595537,-43.307442,1567197.7146305041,5204963.957118663
Saint Kentigern Boys' School,174.802421,-36.863852,1760665.309348977,5918714.450635204
St Mark's Church School (Mt Victoria),174.781597,-41.30108,1749154.2798294895,5426288.51357851
St Mark's School (Christchurch),172.659307,-43.552887,1572480.9477280148,5177728.690748672
St Michael's Church School,172.633065,-43.534774,1570352.4062243726,5179731.283707119
Selwyn House School,172.623012,-43.516643,1569531.0195053744,5181741.25631384
South Auckland S D A School,174.873967,-36.983553,1766782.4101263068,5905311.005007606
Southwell School,175.297033,-37.774864,1802301.9995231095,5816678.984256828
Tamariki School,172.689238,-43.546479,1574895.928764493,5178449.827717864
Tauranga Adventist School,176.113183,-37.712633,1874426.5714669887,5821505.061732562
Te Pi'ipi'inga Kakano Mai I Rangiatea,174.035215,-39.072961,1689549.9596166378,5674616.860409328
Timatanga Community School,174.612391,-36.798577,1743847.158842462,5926259.166636493
Waihi School,171.28259,-44.173004,1462708.2828566814,5107477.667503638
Wellesley College,174.907282,-41.278533,1759732.053350714,5428568.098223734
Wellington S D A School,174.831728,-41.14846,1753708.5113279745,5443145.22033958
Waitakere S D A School,174.628386,-36.893036,1745095.5885585342,5915755.413894287
Whangarei Adventist Christian School,174.307197,-35.69627,1718267.9652966913,6048951.505024826
Blind and Low Vision Education Network NZ,174.87331,-37.014798,1766655.6969547532,5901845.531446222
Westbridge Residential School,174.599049,-36.827289,1742603.50009483,5923093.786985949
Hutt International Boys' School,175.037121,-41.140881,1770964.588768709,5443603.586622343
TKKM o Te Atihaunui-A-Paparangi,175.049331,-39.946844,1775072.4754496638,5576131.764937059
Hare Krishna School,174.588686,-36.769884,1741785.0621265331,5929477.8068011375
TKKM o Piripono Te Kura Whakahou ki Ōtara,174.877035,-36.95536,1767117.137525924,5908433.619234918
TKKM o Nga Maungarongo,174.726823,-36.888352,1753876.8436589837,5916120.852323345
TKKM o Mangere,174.79608,-36.96407,1759890.6158676038,5907606.220882539
TKKM o Manawatu,175.645745,-40.328271,1824767.9496895627,5532447.074307963
TKKM o Te Rito,175.13837,-40.749054,1780526.8296027945,5486900.205825414
TKKM o Waitaha,172.656331,-43.551181,1572239.781848697,5177917.168497578
Te Wharekura o Arowhenua,168.394643,-46.416528,1246100.4976677496,4849358.095331191
TKKM o Tokomaru,178.31554,-38.126566,2066046.8807342644,5766773.19481054
TKKM o Tamarongo,173.849356,-39.450015,1673079.5924399532,5632938.642615734
TKKM o Tamaki Nui A Rua,176.088804,-40.221345,1862827.4736026719,5543098.008654256
TKKM o Kaikohe,173.803359,-35.399996,1672950.1045578595,6082301.162137082
TKKM o Puau Te Moananui-a-Kiwa,174.860179,-36.873519,1765793.3815433292,5917543.159378273
TKKM o Manurewa,174.868451,-37.015241,1766222.4167563107,5901804.882048088
TKKM o Whakarewa I Te Reo Ki Tuwharetoa,176.074192,-38.68091,1867419.521327266,5714146.070633788
Te Kura Kaupapa Māori o Hawaiki Hou,177.994769,-38.660235,2034688.3574369608,5709073.393404045
New Zealand IT College (Proposed),172.604995,-43.545135,1568089.8708731786,5178570.214393641
The Forest School,174.698008,-36.560733,1751953.2318116408,5952513.675902397
Te Kapehu Whetu - Tamaki,174.763597,-36.856902,1757218.5211591218,5919550.156904651
Altum Academy,174.756559,-41.275091,1747116.4135894987,5429216.594513045
Aotearoa Infinite Academy,174.757783,-36.845589,1756723.2781621818,5920814.837862676
Te Aratika High School,176.894357,-39.617654,1934316.2841138132,5607427.020360611
Sisters United Academy,174.776159,-36.892056,1758265.9064301671,5915629.204922253
New Zealand Performance Academy Aotearoa,175.028482,-41.142127,1770236.2992009912,5443482.185333725
City 0-10,174.759812,-36.855517999999996,1756883.9012459102,5919709.930841098
Encompass Education Hub (Proposed opening date: 2027-02-03),174.875009,-41.226343,1757154.1837379448,5434421.227314669
Tumanako Christian College,173.225124,-35.025633,1620536.5472794082,6124091.171145756
Te Wharekura o Te Waitangi o Hinemuri (Proposed opening date: 2027-01-01),175.835494,-37.394842,1851007.7025524504,5857551.3222984765
Palmerston North Specialist School (Proposed opening date: 2027-04-27),175.60419,-40.346634,1821177.2460118234,5530513.253562988
Drury Specialist School (Proposed opening date: 2027-01-01),174.939368,-37.10585,1772326.8849997811,5891625.366898149
Te Whare Kounga (Proposed opening date: 2026-07-20),177.418778,-39.025475,1982571.6569798877,5671097.093917088
Te Kura Awhitu,176.959107,-38.613646,1944743.7698257319,5718656.36211676
Te Kura o Ngāti Whātua ki Tāmaki (Proposed opening date: 2026-07-20),174.773425,-36.846108,1758116.9696199903,5920731.475315461
Kura Toa (Proposed opening date: 2027-02-01),174.838853,-41.125428,1754360.4357859427,5445689.624489274
Te Wharekura o Tāmaki ki te Tonga (Proposed opening date: 2026-10-12),174.860154,-37.025568,1765461.815978932,5900673.568451698
Golden Sands School,176.340294,-37.718291,1894429.501718732,5820186.4577602055
Auckland Secondary Schools' Centre,174.730724,-36.848636,1754304.3727696594,5920520.849367536
Awhina School/ Activity Centre,176.210172,-38.136653,1881355.9733271233,5774152.603599045
Invercargill Activity Centre,168.348384,-46.400515,1242441.2665403916,4850928.641997483
Papakura Activity Centre,174.945539,-37.065541,1772966.8919299236,5896086.529168133
London House Learning Centre,170.496575,-45.871403,1405707.228636137,4917192.697809493
Hutt Valley Activity Centre,174.894609,-41.222298,1758806.8300886438,5434834.681376161
