Year,DHB,Month,Count
2009,Capital and Coast,November,84
2009,Capital and Coast,December,86
2010,Capital and Coast,January,82
2010,Capital and Coast,February,68
2010,Capital and Coast,March,40
2010,Capital and Coast,April,42
2010,Capital and Coast,May,42
2010,Capital and Coast,June,41
2010,Capital and Coast,July,48
2010,Capital and Coast,August,45
2010,Capital and Coast,September,41
2010,Capital and Coast,October,42
2010,Capital and Coast,November,55
2010,Capital and Coast,December,46
2011,Capital and Coast,January,40
2011,Capital and Coast,February,31
2011,Capital and Coast,March,31
2011,Capital and Coast,April,39
2011,Capital and Coast,May,46
2011,Capital and Coast,June,46
2011,Capital and Coast,July,47
2011,Capital and Coast,August,75
2011,Capital and Coast,September,37
2011,Capital and Coast,October,39
2011,Capital and Coast,November,53
2011,Capital and Coast,December,45
2012,Capital and Coast,January,63
2012,Capital and Coast,February,48
2012,Capital and Coast,March,29
2012,Capital and Coast,April,43
2012,Capital and Coast,May,33
2012,Capital and Coast,June,25
2012,Capital and Coast,July,26
2012,Capital and Coast,August,20
2012,Capital and Coast,September,30
2012,Capital and Coast,October,33
2012,Capital and Coast,November,43
2012,Capital and Coast,December,37
2013,Capital and Coast,January,36
2013,Capital and Coast,February,44
2013,Capital and Coast,March,24
2013,Capital and Coast,April,25
2013,Capital and Coast,May,32
2013,Capital and Coast,June,27
2013,Capital and Coast,July,36
2013,Capital and Coast,August,42
2013,Capital and Coast,September,27
2013,Capital and Coast,October,31
2013,Capital and Coast,November,56
2013,Capital and Coast,December,60
2014,Capital and Coast,January,49
2014,Capital and Coast,February,28
2014,Capital and Coast,March,47
2014,Capital and Coast,April,24
2014,Capital and Coast,May,33
2014,Capital and Coast,June,41
2014,Capital and Coast,July,26
2014,Capital and Coast,August,48
2014,Capital and Coast,September,39
2014,Capital and Coast,October,53
2014,Capital and Coast,November,58
2014,Capital and Coast,December,97
1997,Wairarapa,January,3
1997,Wairarapa,February,5
1997,Wairarapa,March,2
1997,Wairarapa,April,7
1997,Wairarapa,May,3
1997,Wairarapa,June,2
1997,Wairarapa,July,6
1997,Wairarapa,August,4
1997,Wairarapa,September,4
1997,Wairarapa,October,5
1997,Wairarapa,November,8
1997,Wairarapa,December,2
1998,Wairarapa,January,1
1998,Wairarapa,February,1
1998,Wairarapa,March,7
1998,Wairarapa,April,3
1998,Wairarapa,May,3
1998,Wairarapa,June,4
1998,Wairarapa,July,0
1998,Wairarapa,August,6
1998,Wairarapa,September,4
1998,Wairarapa,October,12
1998,Wairarapa,November,6
1998,Wairarapa,December,6
1999,Wairarapa,January,4
1999,Wairarapa,February,3
1999,Wairarapa,March,5
1999,Wairarapa,April,5
1999,Wairarapa,May,3
1999,Wairarapa,June,5
1999,Wairarapa,July,0
1999,Wairarapa,August,7
1999,Wairarapa,September,3
1999,Wairarapa,October,8
1999,Wairarapa,November,12
1999,Wairarapa,December,13
2000,Wairarapa,January,11
2000,Wairarapa,February,9
2000,Wairarapa,March,3
2000,Wairarapa,April,7
2000,Wairarapa,May,8
2000,Wairarapa,June,5
2000,Wairarapa,July,6
2000,Wairarapa,August,9
2000,Wairarapa,September,6
2000,Wairarapa,October,4
2000,Wairarapa,November,2
2000,Wairarapa,December,7
2001,Wairarapa,January,13
2001,Wairarapa,February,8
2001,Wairarapa,March,2
2001,Wairarapa,April,1
2001,Wairarapa,May,2
2001,Wairarapa,June,4
2001,Wairarapa,July,5
2001,Wairarapa,August,7
2001,Wairarapa,September,9
2001,Wairarapa,October,19
2001,Wairarapa,November,20
2001,Wairarapa,December,11
2002,Wairarapa,January,5
2002,Wairarapa,February,7
2002,Wairarapa,March,8
2002,Wairarapa,April,3
2002,Wairarapa,May,8
2002,Wairarapa,June,0
2002,Wairarapa,July,6
2002,Wairarapa,August,9
2002,Wairarapa,September,5
2002,Wairarapa,October,9
2002,Wairarapa,November,6
2002,Wairarapa,December,9
2003,Wairarapa,January,17
2003,Wairarapa,February,11
2003,Wairarapa,March,12
2003,Wairarapa,April,6
2003,Wairarapa,May,5
2003,Wairarapa,June,7
2003,Wairarapa,July,15
2003,Wairarapa,August,15
2003,Wairarapa,September,18
2003,Wairarapa,October,20
2003,Wairarapa,November,17
2003,Wairarapa,December,12
2004,Wairarapa,January,12
2004,Wairarapa,February,11
2004,Wairarapa,March,6
2004,Wairarapa,April,4
2004,Wairarapa,May,2
2004,Wairarapa,June,5
2004,Wairarapa,July,5
2004,Wairarapa,August,8
2004,Wairarapa,September,1
2004,Wairarapa,October,7
2004,Wairarapa,November,4
2004,Wairarapa,December,12
2005,Wairarapa,January,11
2005,Wairarapa,February,7
2005,Wairarapa,March,4
2005,Wairarapa,April,6
2005,Wairarapa,May,5
2005,Wairarapa,June,3
2005,Wairarapa,July,3
2005,Wairarapa,August,7
2005,Wairarapa,September,8
2005,Wairarapa,October,10
2005,Wairarapa,November,11
2005,Wairarapa,December,15
2006,Wairarapa,January,9
2006,Wairarapa,February,3
2006,Wairarapa,March,4
2006,Wairarapa,April,2
2006,Wairarapa,May,8
2006,Wairarapa,June,14
2006,Wairarapa,July,9
2006,Wairarapa,August,9
2006,Wairarapa,September,3
2006,Wairarapa,October,7
2006,Wairarapa,November,14
2006,Wairarapa,December,7
2007,Wairarapa,January,10
2007,Wairarapa,February,11
2007,Wairarapa,March,5
2007,Wairarapa,April,2
2007,Wairarapa,May,2
2007,Wairarapa,June,5
2007,Wairarapa,July,6
2007,Wairarapa,August,6
2007,Wairarapa,September,4
2007,Wairarapa,October,3
2007,Wairarapa,November,6
2007,Wairarapa,December,9
2008,Wairarapa,January,3
2008,Wairarapa,February,2
2008,Wairarapa,March,3
2008,Wairarapa,April,2
2008,Wairarapa,May,1
2008,Wairarapa,June,1
2008,Wairarapa,July,4
2008,Wairarapa,August,4
2008,Wairarapa,September,10
2008,Wairarapa,October,9
2008,Wairarapa,November,6
2008,Wairarapa,December,4
2009,Wairarapa,January,6
2009,Wairarapa,February,10
2009,Wairarapa,March,3
2009,Wairarapa,April,2
2009,Wairarapa,May,4
2009,Wairarapa,June,0
2009,Wairarapa,July,5
2009,Wairarapa,August,1
2009,Wairarapa,September,6
2009,Wairarapa,October,8
2009,Wairarapa,November,9
2009,Wairarapa,December,15
2010,Wairarapa,January,8
2010,Wairarapa,February,12
2010,Wairarapa,March,9
2010,Wairarapa,April,6
2010,Wairarapa,May,4
2010,Wairarapa,June,4
2010,Wairarapa,July,8
2010,Wairarapa,August,5
2010,Wairarapa,September,4
2010,Wairarapa,October,5
2010,Wairarapa,November,2
2010,Wairarapa,December,6
2011,Wairarapa,January,7
2011,Wairarapa,February,5
2011,Wairarapa,March,9
2011,Wairarapa,April,3
2011,Wairarapa,May,9
2011,Wairarapa,June,4
2011,Wairarapa,July,3
2011,Wairarapa,August,9
2011,Wairarapa,September,6
2011,Wairarapa,October,2
2011,Wairarapa,November,17
2011,Wairarapa,December,15
2012,Wairarapa,January,15
2012,Wairarapa,February,9
2012,Wairarapa,March,5
2012,Wairarapa,April,7
2012,Wairarapa,May,3
2012,Wairarapa,June,2
2012,Wairarapa,July,2
2012,Wairarapa,August,2
2012,Wairarapa,September,5
2012,Wairarapa,October,6
2012,Wairarapa,November,8
2012,Wairarapa,December,9
2013,Wairarapa,January,1
2013,Wairarapa,February,3
2013,Wairarapa,March,3
2013,Wairarapa,April,5
2013,Wairarapa,May,7
2013,Wairarapa,June,3
2013,Wairarapa,July,7
2013,Wairarapa,August,6
2013,Wairarapa,September,5
2013,Wairarapa,October,10
2013,Wairarapa,November,7
2013,Wairarapa,December,11
2014,Wairarapa,January,10
2014,Wairarapa,February,6
2014,Wairarapa,March,3
2014,Wairarapa,April,1
2014,Wairarapa,May,2
2014,Wairarapa,June,6
2014,Wairarapa,July,3
2014,Wairarapa,August,5
2014,Wairarapa,September,4
2014,Wairarapa,October,9
2014,Wairarapa,November,4
2014,Wairarapa,December,8
1997,Nelson Marlborough,January,18
1997,Nelson Marlborough,February,20
1997,Nelson Marlborough,March,15
1997,Nelson Marlborough,April,13
1997,Nelson Marlborough,May,10
1997,Nelson Marlborough,June,8
1997,Nelson Marlborough,July,6
1997,Nelson Marlborough,August,4
1997,Nelson Marlborough,September,5
1997,Nelson Marlborough,October,7
1997,Nelson Marlborough,November,10
1997,Nelson Marlborough,December,16
1998,Nelson Marlborough,January,14
1998,Nelson Marlborough,February,11
1998,Nelson Marlborough,March,12
1998,Nelson Marlborough,April,8
1998,Nelson Marlborough,May,16
1998,Nelson Marlborough,June,9
1998,Nelson Marlborough,July,14
1998,Nelson Marlborough,August,6
1998,Nelson Marlborough,September,5
1998,Nelson Marlborough,October,5
1998,Nelson Marlborough,November,15
1998,Nelson Marlborough,December,20
1999,Nelson Marlborough,January,26
1999,Nelson Marlborough,February,16
1999,Nelson Marlborough,March,12
1999,Nelson Marlborough,April,9
1999,Nelson Marlborough,May,5
1999,Nelson Marlborough,June,13
1999,Nelson Marlborough,July,7
1999,Nelson Marlborough,August,14
1999,Nelson Marlborough,September,14
1999,Nelson Marlborough,October,15
1999,Nelson Marlborough,November,19
1999,Nelson Marlborough,December,27
2000,Nelson Marlborough,January,30
2000,Nelson Marlborough,February,24
2000,Nelson Marlborough,March,24
2000,Nelson Marlborough,April,10
2000,Nelson Marlborough,May,9
2000,Nelson Marlborough,June,7
2000,Nelson Marlborough,July,8
2000,Nelson Marlborough,August,3
2000,Nelson Marlborough,September,6
2000,Nelson Marlborough,October,10
2000,Nelson Marlborough,November,13
2000,Nelson Marlborough,December,17
2001,Nelson Marlborough,January,22
2001,Nelson Marlborough,February,17
2001,Nelson Marlborough,March,11
2001,Nelson Marlborough,April,5
2001,Nelson Marlborough,May,3
2001,Nelson Marlborough,June,8
2001,Nelson Marlborough,July,10
2001,Nelson Marlborough,August,13
2001,Nelson Marlborough,September,9
2001,Nelson Marlborough,October,12
2001,Nelson Marlborough,November,28
2001,Nelson Marlborough,December,15
2002,Nelson Marlborough,January,30
2002,Nelson Marlborough,February,26
2002,Nelson Marlborough,March,12
2002,Nelson Marlborough,April,9
2002,Nelson Marlborough,May,6
2002,Nelson Marlborough,June,8
2002,Nelson Marlborough,July,15
2002,Nelson Marlborough,August,15
2002,Nelson Marlborough,September,18
2002,Nelson Marlborough,October,25
2002,Nelson Marlborough,November,23
2002,Nelson Marlborough,December,26
2003,Nelson Marlborough,January,33
2003,Nelson Marlborough,February,20
2003,Nelson Marlborough,March,22
2003,Nelson Marlborough,April,18
2003,Nelson Marlborough,May,27
2003,Nelson Marlborough,June,19
2003,Nelson Marlborough,July,27
2003,Nelson Marlborough,August,23
2003,Nelson Marlborough,September,26
2003,Nelson Marlborough,October,37
2003,Nelson Marlborough,November,40
2003,Nelson Marlborough,December,30
2004,Nelson Marlborough,January,39
2004,Nelson Marlborough,February,14
2004,Nelson Marlborough,March,18
2004,Nelson Marlborough,April,16
2004,Nelson Marlborough,May,15
2004,Nelson Marlborough,June,20
2004,Nelson Marlborough,July,16
2004,Nelson Marlborough,August,16
2004,Nelson Marlborough,September,12
2004,Nelson Marlborough,October,16
2004,Nelson Marlborough,November,34
2004,Nelson Marlborough,December,37
2005,Nelson Marlborough,January,52
2005,Nelson Marlborough,February,41
2005,Nelson Marlborough,March,19
2005,Nelson Marlborough,April,15
2005,Nelson Marlborough,May,24
2005,Nelson Marlborough,June,21
2005,Nelson Marlborough,July,26
2005,Nelson Marlborough,August,40
2005,Nelson Marlborough,September,37
2005,Nelson Marlborough,October,38
2005,Nelson Marlborough,November,55
2005,Nelson Marlborough,December,30
2006,Nelson Marlborough,January,57
2006,Nelson Marlborough,February,30
2006,Nelson Marlborough,March,33
2006,Nelson Marlborough,April,21
2006,Nelson Marlborough,May,28
2006,Nelson Marlborough,June,26
2006,Nelson Marlborough,July,13
2006,Nelson Marlborough,August,20
2006,Nelson Marlborough,September,16
2006,Nelson Marlborough,October,28
2006,Nelson Marlborough,November,45
2006,Nelson Marlborough,December,42
2007,Nelson Marlborough,January,78
2007,Nelson Marlborough,February,67
2007,Nelson Marlborough,March,46
2007,Nelson Marlborough,April,17
2007,Nelson Marlborough,May,17
2007,Nelson Marlborough,June,32
2007,Nelson Marlborough,July,28
2007,Nelson Marlborough,August,25
2007,Nelson Marlborough,September,20
2007,Nelson Marlborough,October,23
2007,Nelson Marlborough,November,31
2007,Nelson Marlborough,December,25
2008,Nelson Marlborough,January,15
2008,Nelson Marlborough,February,14
2008,Nelson Marlborough,March,11
2008,Nelson Marlborough,April,14
2008,Nelson Marlborough,May,15
2008,Nelson Marlborough,June,4
2008,Nelson Marlborough,July,8
2008,Nelson Marlborough,August,17
2008,Nelson Marlborough,September,29
2008,Nelson Marlborough,October,14
2008,Nelson Marlborough,November,27
2008,Nelson Marlborough,December,30
2009,Nelson Marlborough,January,43
2009,Nelson Marlborough,February,13
2009,Nelson Marlborough,March,7
2009,Nelson Marlborough,April,10
2009,Nelson Marlborough,May,12
2009,Nelson Marlborough,June,11
2009,Nelson Marlborough,July,8
2009,Nelson Marlborough,August,7
2009,Nelson Marlborough,September,15
2009,Nelson Marlborough,October,10
2009,Nelson Marlborough,November,22
2009,Nelson Marlborough,December,15
2010,Nelson Marlborough,January,24
2010,Nelson Marlborough,February,20
2010,Nelson Marlborough,March,23
2010,Nelson Marlborough,April,16
2010,Nelson Marlborough,May,9
2010,Nelson Marlborough,June,15
2010,Nelson Marlborough,July,13
2010,Nelson Marlborough,August,24
2010,Nelson Marlborough,September,17
2010,Nelson Marlborough,October,17
2010,Nelson Marlborough,November,23
2010,Nelson Marlborough,December,34
2011,Nelson Marlborough,January,25
2011,Nelson Marlborough,February,20
2011,Nelson Marlborough,March,11
2011,Nelson Marlborough,April,15
2011,Nelson Marlborough,May,11
2011,Nelson Marlborough,June,15
2011,Nelson Marlborough,July,15
2011,Nelson Marlborough,August,11
2011,Nelson Marlborough,September,8
2011,Nelson Marlborough,October,9
2011,Nelson Marlborough,November,22
2011,Nelson Marlborough,December,37
2012,Nelson Marlborough,January,46
2012,Nelson Marlborough,February,27
2012,Nelson Marlborough,March,26
2012,Nelson Marlborough,April,16
2012,Nelson Marlborough,May,35
2012,Nelson Marlborough,June,13
2012,Nelson Marlborough,July,15
2012,Nelson Marlborough,August,10
2012,Nelson Marlborough,September,31
2012,Nelson Marlborough,October,18
2012,Nelson Marlborough,November,36
2012,Nelson Marlborough,December,30
2013,Nelson Marlborough,January,22
2013,Nelson Marlborough,February,14
2013,Nelson Marlborough,March,16
2013,Nelson Marlborough,April,8
2013,Nelson Marlborough,May,6
2013,Nelson Marlborough,June,12
2013,Nelson Marlborough,July,16
2013,Nelson Marlborough,August,7
2013,Nelson Marlborough,September,24
2013,Nelson Marlborough,October,16
2013,Nelson Marlborough,November,16
2013,Nelson Marlborough,December,31
2014,Nelson Marlborough,January,28
2014,Nelson Marlborough,February,18
2014,Nelson Marlborough,March,16
2014,Nelson Marlborough,April,18
2014,Nelson Marlborough,May,18
2014,Nelson Marlborough,June,14
2014,Nelson Marlborough,July,9
2014,Nelson Marlborough,August,13
2014,Nelson Marlborough,September,7
2014,Nelson Marlborough,October,16
2014,Nelson Marlborough,November,17
2014,Nelson Marlborough,December,20
1997,West Coast,January,13
1997,West Coast,February,6
1997,West Coast,March,4
1997,West Coast,April,7
1997,West Coast,May,5
1997,West Coast,June,4
1997,West Coast,July,1
1997,West Coast,August,1
1997,West Coast,September,7
1997,West Coast,October,6
1997,West Coast,November,7
1997,West Coast,December,7
1998,West Coast,January,11
1998,West Coast,February,6
1998,West Coast,March,3
1998,West Coast,April,4
1998,West Coast,May,8
1998,West Coast,June,3
1998,West Coast,July,3
1998,West Coast,August,4
1998,West Coast,September,6
1998,West Coast,October,5
1998,West Coast,November,12
1998,West Coast,December,9
1999,West Coast,January,7
1999,West Coast,February,4
1999,West Coast,March,3
1999,West Coast,April,3
1999,West Coast,May,4
1999,West Coast,June,4
1999,West Coast,July,5
1999,West Coast,August,1
1999,West Coast,September,3
1999,West Coast,October,9
1999,West Coast,November,4
1999,West Coast,December,5
2000,West Coast,January,5
2000,West Coast,February,5
2000,West Coast,March,2
2000,West Coast,April,6
2000,West Coast,May,2
2000,West Coast,June,1
2000,West Coast,July,4
2000,West Coast,August,1
2000,West Coast,September,6
2000,West Coast,October,9
2000,West Coast,November,12
2000,West Coast,December,5
2001,West Coast,January,7
2001,West Coast,February,10
2001,West Coast,March,1
2001,West Coast,April,3
2001,West Coast,May,3
2001,West Coast,June,3
2001,West Coast,July,3
2001,West Coast,August,6
2001,West Coast,September,7
2001,West Coast,October,16
2001,West Coast,November,11
2001,West Coast,December,6
2002,West Coast,January,5
2002,West Coast,February,5
2002,West Coast,March,5
2002,West Coast,April,2
2002,West Coast,May,5
2002,West Coast,June,7
2002,West Coast,July,7
2002,West Coast,August,13
2002,West Coast,September,9
2002,West Coast,October,7
2002,West Coast,November,10
2002,West Coast,December,9
2003,West Coast,January,6
2003,West Coast,February,10
2003,West Coast,March,4
2003,West Coast,April,4
2003,West Coast,May,8
2003,West Coast,June,10
2003,West Coast,July,8
2003,West Coast,August,7
2003,West Coast,September,9
2003,West Coast,October,12
2003,West Coast,November,10
2003,West Coast,December,12
2004,West Coast,January,9
2004,West Coast,February,9
2004,West Coast,March,7
2004,West Coast,April,4
2004,West Coast,May,4
2004,West Coast,June,8
2004,West Coast,July,7
2004,West Coast,August,0
2004,West Coast,September,6
2004,West Coast,October,7
2004,West Coast,November,7
2004,West Coast,December,14
2005,West Coast,January,11
2005,West Coast,February,9
2005,West Coast,March,3
2005,West Coast,April,0
2005,West Coast,May,2
2005,West Coast,June,4
2005,West Coast,July,8
2005,West Coast,August,8
2005,West Coast,September,4
2005,West Coast,October,6
2005,West Coast,November,16
2005,West Coast,December,14
2006,West Coast,January,11
2006,West Coast,February,9
2006,West Coast,March,5
2006,West Coast,April,6
2006,West Coast,May,0
2006,West Coast,June,5
2006,West Coast,July,2
2006,West Coast,August,3
2006,West Coast,September,5
2006,West Coast,October,12
2006,West Coast,November,9
2006,West Coast,December,7
2007,West Coast,January,18
2007,West Coast,February,12
2007,West Coast,March,4
2007,West Coast,April,4
2007,West Coast,May,3
2007,West Coast,June,4
2007,West Coast,July,8
2007,West Coast,August,6
2007,West Coast,September,6
2007,West Coast,October,7
2007,West Coast,November,4
2007,West Coast,December,5
2008,West Coast,January,8
2008,West Coast,February,3
2008,West Coast,March,5
2008,West Coast,April,6
2008,West Coast,May,4
2008,West Coast,June,0
2008,West Coast,July,2
2008,West Coast,August,4
2008,West Coast,September,5
2008,West Coast,October,7
2008,West Coast,November,6
2008,West Coast,December,4
2009,West Coast,January,4
2009,West Coast,February,0
2009,West Coast,March,4
2009,West Coast,April,3
2009,West Coast,May,1
2009,West Coast,June,4
2009,West Coast,July,2
2009,West Coast,August,3
2009,West Coast,September,5
2009,West Coast,October,3
2009,West Coast,November,5
2009,West Coast,December,8
2010,West Coast,January,6
2010,West Coast,February,5
2010,West Coast,March,11
2010,West Coast,April,3
2010,West Coast,May,3
2010,West Coast,June,2
2010,West Coast,July,2
2010,West Coast,August,4
2010,West Coast,September,9
2010,West Coast,October,9
2010,West Coast,November,8
2010,West Coast,December,4
2011,West Coast,January,3
2011,West Coast,February,0
2011,West Coast,March,3
2011,West Coast,April,2
2011,West Coast,May,3
2011,West Coast,June,1
2011,West Coast,July,6
2011,West Coast,August,4
2011,West Coast,September,5
2011,West Coast,October,3
2011,West Coast,November,9
2011,West Coast,December,15
2012,West Coast,January,6
2012,West Coast,February,4
2012,West Coast,March,4
2012,West Coast,April,2
2012,West Coast,May,8
2012,West Coast,June,4
2012,West Coast,July,2
2012,West Coast,August,7
2012,West Coast,September,10
2012,West Coast,October,10
2012,West Coast,November,8
2012,West Coast,December,7
2013,West Coast,January,5
2013,West Coast,February,4
2013,West Coast,March,4
2013,West Coast,April,4
2013,West Coast,May,2
2013,West Coast,June,3
2013,West Coast,July,5
2013,West Coast,August,2
2013,West Coast,September,9
2013,West Coast,October,16
2013,West Coast,November,9
2013,West Coast,December,6
2014,West Coast,January,9
2014,West Coast,February,5
2014,West Coast,March,1
2014,West Coast,April,6
2014,West Coast,May,1
2014,West Coast,June,1
2014,West Coast,July,2
2014,West Coast,August,4
2014,West Coast,September,8
2014,West Coast,October,12
2014,West Coast,November,5
2014,West Coast,December,7
1997,Canterbury,January,226
1997,Canterbury,February,123
1997,Canterbury,March,117
1997,Canterbury,April,114
1997,Canterbury,May,69
1997,Canterbury,June,28
1997,Canterbury,July,37
1997,Canterbury,August,30
1997,Canterbury,September,36
1997,Canterbury,October,49
1997,Canterbury,November,54
1997,Canterbury,December,116
1998,Canterbury,January,182
1998,Canterbury,February,145
1998,Canterbury,March,219
1998,Canterbury,April,116
1998,Canterbury,May,125
1998,Canterbury,June,92
1998,Canterbury,July,47
1998,Canterbury,August,86
1998,Canterbury,September,134
1998,Canterbury,October,128
1998,Canterbury,November,187
1998,Canterbury,December,151
1999,Canterbury,January,148
1999,Canterbury,February,195
1999,Canterbury,March,143
1999,Canterbury,April,91
1999,Canterbury,May,57
1999,Canterbury,June,71
1999,Canterbury,July,119
1999,Canterbury,August,90
1999,Canterbury,September,68
1999,Canterbury,October,55
1999,Canterbury,November,95
1999,Canterbury,December,131
2000,Canterbury,January,241
2000,Canterbury,February,120
2000,Canterbury,March,171
2000,Canterbury,April,152
2000,Canterbury,May,110
2000,Canterbury,June,50
2000,Canterbury,July,25
2000,Canterbury,August,61
2000,Canterbury,September,66
2000,Canterbury,October,131
2000,Canterbury,November,111
2000,Canterbury,December,238
2001,Canterbury,January,237
2001,Canterbury,February,180
2001,Canterbury,March,70
2001,Canterbury,April,37
2001,Canterbury,May,39
2001,Canterbury,June,26
2001,Canterbury,July,37
2001,Canterbury,August,53
2001,Canterbury,September,65
2001,Canterbury,October,72
2001,Canterbury,November,116
2001,Canterbury,December,191
2002,Canterbury,January,243
2002,Canterbury,February,229
2002,Canterbury,March,188
2002,Canterbury,April,83
2002,Canterbury,May,47
2002,Canterbury,June,51
2002,Canterbury,July,65
2002,Canterbury,August,85
2002,Canterbury,September,137
2002,Canterbury,October,138
2002,Canterbury,November,109
2002,Canterbury,December,137
2003,Canterbury,January,158
2003,Canterbury,February,222
2003,Canterbury,March,205
2003,Canterbury,April,81
2003,Canterbury,May,116
2003,Canterbury,June,91
2003,Canterbury,July,132
2003,Canterbury,August,200
2003,Canterbury,September,171
2003,Canterbury,October,187
2003,Canterbury,November,153
2003,Canterbury,December,199
2004,Canterbury,January,189
2004,Canterbury,February,83
2004,Canterbury,March,143
2004,Canterbury,April,102
2004,Canterbury,May,81
2004,Canterbury,June,92
2004,Canterbury,July,64
2004,Canterbury,August,73
2004,Canterbury,September,95
2004,Canterbury,October,89
2004,Canterbury,November,159
2004,Canterbury,December,138
2005,Canterbury,January,201
2005,Canterbury,February,196
2005,Canterbury,March,103
2005,Canterbury,April,103
2005,Canterbury,May,82
2005,Canterbury,June,152
2005,Canterbury,July,112
2005,Canterbury,August,178
2005,Canterbury,September,254
2005,Canterbury,October,220
2005,Canterbury,November,229
2005,Canterbury,December,181
2006,Canterbury,January,242
2006,Canterbury,February,199
2006,Canterbury,March,202
2006,Canterbury,April,99
2006,Canterbury,May,182
2006,Canterbury,June,122
2006,Canterbury,July,104
2006,Canterbury,August,99
2006,Canterbury,September,117
2006,Canterbury,October,135
2006,Canterbury,November,201
2006,Canterbury,December,202
2007,Canterbury,January,380
2007,Canterbury,February,272
2007,Canterbury,March,206
2007,Canterbury,April,110
2007,Canterbury,May,90
2007,Canterbury,June,109
2007,Canterbury,July,98
2007,Canterbury,August,70
2007,Canterbury,September,105
2007,Canterbury,October,120
2007,Canterbury,November,107
2007,Canterbury,December,87
2008,Canterbury,January,65
2008,Canterbury,February,83
2008,Canterbury,March,55
2008,Canterbury,April,68
2008,Canterbury,May,34
2008,Canterbury,June,27
2008,Canterbury,July,27
2008,Canterbury,August,49
2008,Canterbury,September,58
2008,Canterbury,October,62
2008,Canterbury,November,59
2008,Canterbury,December,74
2009,Canterbury,January,57
2009,Canterbury,February,42
2009,Canterbury,March,46
2009,Canterbury,April,40
2009,Canterbury,May,44
2009,Canterbury,June,35
2009,Canterbury,July,23
2009,Canterbury,August,27
2009,Canterbury,September,38
2009,Canterbury,October,42
2009,Canterbury,November,67
2009,Canterbury,December,84
2010,Canterbury,January,95
2010,Canterbury,February,89
2010,Canterbury,March,75
2010,Canterbury,April,67
2010,Canterbury,May,59
2010,Canterbury,June,42
2010,Canterbury,July,40
2010,Canterbury,August,71
2010,Canterbury,September,93
2010,Canterbury,October,84
2010,Canterbury,November,110
2010,Canterbury,December,106
2011,Canterbury,January,83
2011,Canterbury,February,54
2011,Canterbury,March,80
2011,Canterbury,April,57
2011,Canterbury,May,61
2011,Canterbury,June,57
2011,Canterbury,July,57
2011,Canterbury,August,77
2011,Canterbury,September,66
2011,Canterbury,October,59
2011,Canterbury,November,83
2011,Canterbury,December,144
2012,Canterbury,January,159
2012,Canterbury,February,128
2012,Canterbury,March,82
2012,Canterbury,April,62
2012,Canterbury,May,112
2012,Canterbury,June,62
2012,Canterbury,July,34
2012,Canterbury,August,95
2012,Canterbury,September,73
2012,Canterbury,October,111
2012,Canterbury,November,108
2012,Canterbury,December,93
2013,Canterbury,January,90
2013,Canterbury,February,67
2013,Canterbury,March,61
2013,Canterbury,April,36
2013,Canterbury,May,49
2013,Canterbury,June,41
2013,Canterbury,July,67
2013,Canterbury,August,51
2013,Canterbury,September,68
2013,Canterbury,October,73
2013,Canterbury,November,80
2013,Canterbury,December,119
2014,Canterbury,January,128
2014,Canterbury,February,66
2014,Canterbury,March,52
2014,Canterbury,April,54
2014,Canterbury,May,51
2014,Canterbury,June,59
2014,Canterbury,July,28
2014,Canterbury,August,39
2014,Canterbury,September,70
2014,Canterbury,October,68
2014,Canterbury,November,51
2014,Canterbury,December,74
1997,South Canterbury,January,24
1997,South Canterbury,February,25
1997,South Canterbury,March,16
1997,South Canterbury,April,14
1997,South Canterbury,May,13
1997,South Canterbury,June,10
1997,South Canterbury,July,6
1997,South Canterbury,August,6
1997,South Canterbury,September,6
1997,South Canterbury,October,8
1997,South Canterbury,November,12
1997,South Canterbury,December,13
1998,South Canterbury,January,24
1998,South Canterbury,February,14
1998,South Canterbury,March,16
1998,South Canterbury,April,6
1998,South Canterbury,May,17
1998,South Canterbury,June,5
1998,South Canterbury,July,9
1998,South Canterbury,August,7
1998,South Canterbury,September,9
1998,South Canterbury,October,15
1998,South Canterbury,November,17
1998,South Canterbury,December,14
1999,South Canterbury,January,19
1999,South Canterbury,February,19
1999,South Canterbury,March,13
1999,South Canterbury,April,7
1999,South Canterbury,May,7
1999,South Canterbury,June,7
1999,South Canterbury,July,6
1999,South Canterbury,August,16
1999,South Canterbury,September,7
1999,South Canterbury,October,15
1999,South Canterbury,November,31
1999,South Canterbury,December,25
2000,South Canterbury,January,42
2000,South Canterbury,February,32
2000,South Canterbury,March,25
2000,South Canterbury,April,11
2000,South Canterbury,May,14
2000,South Canterbury,June,7
2000,South Canterbury,July,9
2000,South Canterbury,August,12
2000,South Canterbury,September,19
2000,South Canterbury,October,16
2000,South Canterbury,November,12
2000,South Canterbury,December,11
2001,South Canterbury,January,27
2001,South Canterbury,February,28
2001,South Canterbury,March,16
2001,South Canterbury,April,12
2001,South Canterbury,May,10
2001,South Canterbury,June,9
2001,South Canterbury,July,3
2001,South Canterbury,August,13
2001,South Canterbury,September,14
2001,South Canterbury,October,15
2001,South Canterbury,November,23
2001,South Canterbury,December,26
2002,South Canterbury,January,29
2002,South Canterbury,February,20
2002,South Canterbury,March,21
2002,South Canterbury,April,10
2002,South Canterbury,May,17
2002,South Canterbury,June,17
2002,South Canterbury,July,25
2002,South Canterbury,August,16
